Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases
2020-04-19,Afghanistan,39119903,6422,996,33,131,832,
2020-04-20,Afghanistan,39119903,6422,1026,36,135,855,
2020-04-21,Afghanistan,39119903,6422,1092,36,150,906,
2020-04-22,Afghanistan,39119903,6422,1176,40,166,970,
2020-04-23,Afghanistan,39119903,6422,1279,42,179,1058,
2020-04-24,Afghanistan,39119903,6422,1351,43,188,1120,
2020-04-25,Afghanistan,39119903,7425,1463,47,188,1228,
2020-04-26,Afghanistan,39119903,8090,1531,50,207,1274,
2020-04-27,Afghanistan,39119903,8694,1703,57,220,1426,
2020-04-28,Afghanistan,39119903,9000,1828,58,228,1542,
2020-04-29,Afghanistan,39119903,9000,1939,60,252,1627,
2020-04-30,Afghanistan,39119903,10022,2171,64,260,1847,
2020-05-01,Afghanistan,39119903,10593,2335,68,310,1957,
2020-05-02,Afghanistan,39119903,11068,2469,72,345,2274,
2020-05-03,Afghanistan,39119903,11068,2704,85,345,2274,
2020-05-04,Afghanistan,39119903,11068,2894,90,397,2407,
2020-05-05,Afghanistan,39119903,13076,3224,95,421,2708,
2020-05-06,Afghanistan,39119903,13777,3392,104,458,2830,
2020-05-07,Afghanistan,39119903,14389,3563,106,468,2989,
2020-05-08,Afghanistan,39119903,14389,3778,109,472,3197,
2020-05-09,Afghanistan,39119903,15560,4033,115,502,3416,
2020-05-10,Afghanistan,39119903,15560,4402,120,558,3724,
2020-05-11,Afghanistan,39119903,15560,4687,122,558,4007,
2020-05-12,Afghanistan,39119903,18098,4963,127,610,4226,
2020-05-13,Afghanistan,39119903,18724,5226,132,648,4446,
2020-05-14,Afghanistan,39119903,19732,5639,136,691,4812,
2020-05-15,Afghanistan,39119903,20854,6053,153,745,5155,
2020-05-16,Afghanistan,39119903,21967,6402,168,745,5489,
2020-05-17,Afghanistan,39119903,22639,6664,169,778,5717,
2020-05-18,Afghanistan,39119903,23497,7072,173,801,6098,
2020-05-19,Afghanistan,39119903,24697,7653,178,850,6625,
2020-05-20,Afghanistan,39119903,25700,8145,187,930,7028,
2020-05-21,Afghanistan,39119903,26707,8676,193,938,7545,
2020-05-22,Afghanistan,39119903,27889,9216,205,996,8015,
2020-05-23,Afghanistan,39119903,29417,9998,216,1040,8742,
2020-05-24,Afghanistan,39119903,30052,10582,218,1075,9289,
2020-05-25,Afghanistan,39119903,31718,11173,219,1097,9857,
2020-05-26,Afghanistan,39119903,32870,11831,220,1128,10483,
2020-05-27,Afghanistan,39119903,33864,12456,227,1138,11091,
2020-05-28,Afghanistan,39119903,34903,13036,235,1209,11592,
2020-05-29,Afghanistan,39119903,35923,13659,246,1259,12154,
2020-05-30,Afghanistan,39119903,37348,14525,249,1303,12973,
2020-05-31,Afghanistan,39119903,38460,15205,257,1328,13620,
2020-06-01,Afghanistan,39119903,39628,15750,265,1428,14057,
2020-06-02,Afghanistan,39119903,40950,16509,270,1450,14789,
2020-06-03,Afghanistan,39119903,42273,17267,294,1522,15451,
2020-06-04,Afghanistan,39119903,43569,18054,300,1585,16169,
2020-06-05,Afghanistan,39119903,45139,18969,309,1762,16898,
2020-06-06,Afghanistan,39119903,45900,19551,327,1830,17394,
2020-06-07,Afghanistan,39119903,47327,20342,357,1875,18110,
2020-06-08,Afghanistan,39119903,48305,20917,369,2171,18377,
2020-06-09,Afghanistan,39119903,49530,21459,384,2651,18424,
2020-06-10,Afghanistan,39119903,50658,22142,405,3013,18724,
2020-06-11,Afghanistan,39119903,52546,22890,426,3326,19138,
2020-06-12,Afghanistan,39119903,53705,23546,446,3928,19172,
2020-06-13,Afghanistan,39119903,54770,24102,451,4201,19450,
2020-06-14,Afghanistan,39119903,55981,24766,471,4725,19570,
2020-06-15,Afghanistan,39119903,57532,25527,478,5164,19885,
2020-06-16,Afghanistan,39119903,59172,26310,491,5508,20311,
2020-06-17,Afghanistan,39119903,60298,26874,504,6158,20212,
2020-06-18,Afghanistan,39119903,61599,27532,546,7660,19326,
2020-06-19,Afghanistan,39119903,62492,27878,548,7962,19368,
2020-06-20,Afghanistan,39119903,63951,28424,569,8292,19563,
2020-06-21,Afghanistan,39119903,64958,28833,581,8764,19488,
2020-06-22,Afghanistan,39119903,65847,29157,598,8841,19718,
2020-06-23,Afghanistan,39119903,66800,29481,618,9260,19603,
2020-06-24,Afghanistan,39119903,67282,29640,639,9869,19132,
2020-06-25,Afghanistan,39119903,68626,30175,675,10174,19326,
2020-06-26,Afghanistan,39119903,69558,30451,683,10306,19462,
2020-06-27,Afghanistan,39119903,70087,30616,703,10674,19239,
2020-06-28,Afghanistan,39119903,70788,30967,721,12604,17642,
2020-06-29,Afghanistan,39119903,71549,31238,733,13934,16571,
2020-06-30,Afghanistan,39119903,72318,31517,746,14131,16640,
2020-07-01,Afghanistan,39119903,72906,31836,774,15651,15411,
2020-07-02,Afghanistan,39119903,73515,32022,807,16041,15174,
2020-07-03,Afghanistan,39119903,74287,32324,819,17331,14174,
2020-07-04,Afghanistan,39119903,75155,32672,826,19164,12682,
2020-07-05,Afghanistan,39119903,75747,32951,864,19366,12721,
2020-07-06,Afghanistan,39119903,76415,33190,898,20103,12189,
2020-07-07,Afghanistan,39119903,76910,33384,920,20179,12285,
2020-07-08,Afghanistan,39119903,77501,33594,936,20700,11958,
2020-07-09,Afghanistan,39119903,78217,33908,957,20847,12104,
2020-07-10,Afghanistan,39119903,78959,34194,971,20882,12341,
2020-07-11,Afghanistan,39119903,79354,34366,994,21135,12237,
2020-07-12,Afghanistan,39119903,79732,34451,1010,21216,12225,
2020-07-13,Afghanistan,39119903,79804,34455,1012,21254,12189,
2020-07-14,Afghanistan,39119903,81252,34740,1048,21454,12238,
2020-07-15,Afghanistan,39119903,81934,34994,1094,22456,11444,
2020-07-16,Afghanistan,39119903,82352,35070,1113,22824,11133,
2020-07-17,Afghanistan,39119903,82924,35229,1147,23151,10931,
2020-07-18,Afghanistan,39119903,83138,35301,1164,23273,10864,
2020-07-19,Afghanistan,39119903,83771,35475,1181,23634,10660,
2020-07-20,Afghanistan,39119903,83937,35526,1185,23741,10600,
2020-07-21,Afghanistan,39119903,84202,35615,1186,23741,10688,
2020-07-22,Afghanistan,39119903,84579,35727,1190,23924,10613,
2020-07-23,Afghanistan,39119903,85413,35928,1211,24550,10167,
2020-07-24,Afghanistan,39119903,85970,35981,1225,24602,10154,
2020-07-25,Afghanistan,39119903,86166,36036,1248,24793,9995,
2020-07-26,Afghanistan,39119903,86907,36157,1259,25180,9718,
2020-07-27,Afghanistan,39119903,87378,36263,1269,25198,9796,
2020-07-28,Afghanistan,39119903,87794,36368,1270,25358,9740,
2020-07-29,Afghanistan,39119903,88199,36471,1271,25389,9811,
2020-07-30,Afghanistan,39119903,88524,36542,1271,25471,9800,
2020-07-31,Afghanistan,39119903,89066,36675,1272,25509,9894,
2020-08-01,Afghanistan,39119903,89255,36710,1283,25509,9918,
2020-08-02,Afghanistan,39119903,89255,36710,1284,25510,9916,
2020-08-03,Afghanistan,39119903,89377,36747,1288,25669,9790,
2020-08-04,Afghanistan,39119903,89377,36782,1288,25669,9825,
2020-08-05,Afghanistan,39119903,89822,36829,1294,25742,9793,
2020-08-06,Afghanistan,39119903,90396,36896,1298,25840,9758,
2020-08-07,Afghanistan,39119903,92585,37015,1307,25903,9805,
2020-08-08,Afghanistan,39119903,92710,37054,1312,25960,9782,
2020-08-09,Afghanistan,39119903,92710,37054,1312,25960,9782,
2020-08-10,Afghanistan,39119903,92710,37162,1328,26228,9606,
2020-08-11,Afghanistan,39119903,96781,37269,1344,26415,9510,
2020-08-12,Afghanistan,39119903,97199,37345,1354,26694,9297,
2020-08-13,Afghanistan,39119903,97778,37424,1363,26714,9347,
2020-08-14,Afghanistan,39119903,97791,37431,1363,26714,9354,
2020-08-15,Afghanistan,39119903,98304,37551,1370,27166,9015,
2020-08-16,Afghanistan,39119903,98718,37596,1375,27166,9055,
2020-08-17,Afghanistan,39119903,98772,37599,1375,27166,9058,
2020-08-18,Afghanistan,39119903,98772,37599,1375,27166,9058,
2020-08-19,Afghanistan,39119903,98772,37599,1375,27166,9058,
2020-08-20,Afghanistan,39119903,100138,37856,1385,27681,8790,
2020-08-21,Afghanistan,39119903,100377,37894,1385,28016,8493,
2020-08-22,Afghanistan,39119903,100679,37953,1385,28016,8552,
2020-08-23,Afghanistan,39119903,100960,37999,1387,28180,8432,
2020-08-24,Afghanistan,39119903,101208,38054,1389,28360,8305,
2020-08-25,Afghanistan,39119903,101377,38070,1397,28440,8233,
2020-08-26,Afghanistan,39119903,101893,38113,1401,29042,7670,
2020-08-27,Afghanistan,39119903,102168,38129,1401,29046,7682,
2020-08-28,Afghanistan,39119903,102321,38140,1402,29059,7679,
2020-08-29,Afghanistan,39119903,102381,38143,1402,29063,7678,
2020-08-30,Afghanistan,39119903,102598,38162,1402,29089,7671,
2020-08-31,Afghanistan,39119903,102643,38165,1402,29089,7674,
2020-09-01,Afghanistan,39119903,102778,38196,1406,29231,7559,
2020-09-02,Afghanistan,39119903,103199,38243,1409,29315,7519,
2020-09-03,Afghanistan,39119903,103674,38288,1409,29390,7489,
2020-09-04,Afghanistan,39119903,103924,38304,1409,29713,7182,
2020-09-05,Afghanistan,39119903,104155,38324,1409,30082,6833,
2020-09-06,Afghanistan,39119903,104575,38398,1412,30537,6449,
2020-09-07,Afghanistan,39119903,105053,38494,1415,30557,6522,
2020-09-08,Afghanistan,39119903,105213,38520,1418,30715,6387,
2020-09-09,Afghanistan,39119903,105422,38544,1420,31048,6076,
2020-09-10,Afghanistan,39119903,105765,38572,1420,31129,6023,
2020-09-11,Afghanistan,39119903,106062,38606,1420,31154,6032,
2020-09-12,Afghanistan,39119903,106270,38641,1420,31234,5987,
2020-09-13,Afghanistan,39119903,106802,38716,1420,31638,5658,
2020-09-14,Afghanistan,39119903,107167,38772,1425,32073,5274,
2020-09-15,Afghanistan,39119903,107399,38815,1426,32098,5291,
2020-09-16,Afghanistan,39119903,107593,38855,1436,32503,4916,
2020-09-17,Afghanistan,39119903,107858,38872,1436,32505,4931,
2020-09-18,Afghanistan,39119903,107968,38883,1437,32576,4870,
2020-09-19,Afghanistan,39119903,108193,38919,1437,32576,4906,
2020-09-20,Afghanistan,39119903,108591,39044,1441,32576,5027,
2020-04-18,Albania,2877077,5311,548,26,302,220,
2020-04-19,Albania,2877077,5542,562,26,314,222,
2020-04-20,Albania,2877077,5775,584,26,327,231,
2020-04-21,Albania,2877077,6017,609,26,345,238,
2020-04-22,Albania,2877077,6269,634,27,356,251,
2020-04-23,Albania,2877077,6509,663,27,385,251,
2020-04-24,Albania,2877077,6768,678,27,394,257,
2020-04-25,Albania,2877077,7015,712,27,403,282,
2020-04-26,Albania,2877077,7279,726,28,410,288,
2020-04-27,Albania,2877077,7491,736,28,422,286,
2020-04-28,Albania,2877077,7758,750,30,431,289,
2020-04-29,Albania,2877077,8028,766,30,455,281,
2020-04-30,Albania,2877077,8253,773,31,470,272,
2020-05-01,Albania,2877077,8498,782,31,488,263,
2020-05-02,Albania,2877077,8866,769,29,531,233,
2020-05-03,Albania,2877077,8866,795,31,531,233,
2020-05-04,Albania,2877077,9006,803,31,543,229,
2020-05-05,Albania,2877077,9276,820,31,570,219,
2020-05-06,Albania,2877077,9531,832,31,595,206,
2020-05-07,Albania,2877077,9806,842,31,605,206,
2020-05-08,Albania,2877077,10044,850,31,620,199,
2020-05-09,Albania,2877077,10268,856,31,627,198,
2020-05-10,Albania,2877077,10438,868,31,650,187,
2020-05-11,Albania,2877077,10559,872,31,654,187,
2020-05-12,Albania,2877077,10802,876,31,682,163,
2020-05-13,Albania,2877077,11048,880,31,688,161,
2020-05-14,Albania,2877077,11239,898,31,694,173,
2020-05-15,Albania,2877077,11458,916,31,705,180,
2020-05-16,Albania,2877077,11764,933,31,714,188,
2020-05-17,Albania,2877077,12024,946,31,715,200,
2020-05-18,Albania,2877077,12192,948,31,727,190,
2020-05-19,Albania,2877077,12369,949,31,742,176,
2020-05-20,Albania,2877077,12555,964,31,758,175,
2020-05-21,Albania,2877077,12759,969,31,771,167,
2020-05-22,Albania,2877077,12933,981,31,777,173,
2020-05-23,Albania,2877077,13133,989,31,783,175,
2020-05-24,Albania,2877077,13279,998,32,789,177,
2020-05-25,Albania,2877077,13333,1004,32,795,177,
2020-05-26,Albania,2877077,13506,1029,33,803,193,
2020-05-27,Albania,2877077,13768,1050,33,812,205,
2020-05-28,Albania,2877077,13993,1076,33,823,220,
2020-05-29,Albania,2877077,14269,1099,33,851,215,
2020-05-30,Albania,2877077,14498,1122,33,857,232,
2020-05-31,Albania,2877077,14723,1137,33,872,232,
2020-06-01,Albania,2877077,14825,1143,33,877,233,
2020-06-02,Albania,2877077,15068,1164,33,891,240,
2020-06-03,Albania,2877077,15365,1184,33,898,253,
2020-06-04,Albania,2877077,15647,1197,33,898,266,
2020-06-05,Albania,2877077,15810,1212,33,910,269,
2020-06-06,Albania,2877077,16063,1232,34,925,273,
2020-06-07,Albania,2877077,16255,1246,34,938,274,
2020-06-08,Albania,2877077,16357,1263,34,945,284,
2020-06-09,Albania,2877077,16716,1299,34,960,305,
2020-06-10,Albania,2877077,17027,1341,34,980,327,
2020-06-11,Albania,2877077,17318,1385,35,1001,349,
2020-06-12,Albania,2877077,17618,1416,36,1034,346,
2020-06-13,Albania,2877077,17888,1464,36,1039,389,
2020-06-14,Albania,2877077,18250,1521,36,1044,441,
2020-06-15,Albania,2877077,18569,1590,36,1055,499,
2020-06-16,Albania,2877077,18933,1672,37,1064,571,
2020-06-17,Albania,2877077,19266,1722,38,1077,607,
2020-06-18,Albania,2877077,19546,1788,39,1086,663,
2020-06-19,Albania,2877077,19876,1838,42,1114,682,
2020-06-20,Albania,2877077,20196,1891,43,1126,722,
2020-06-21,Albania,2877077,20523,1962,44,1134,784,
2020-06-22,Albania,2877077,20762,1995,44,1159,792,
2020-06-23,Albania,2877077,21090,2047,45,1195,807,
2020-06-24,Albania,2877077,21437,2114,47,1217,850,
2020-06-25,Albania,2877077,21781,2192,49,1250,893,
2020-06-26,Albania,2877077,22183,2269,51,1298,920,
2020-06-27,Albania,2877077,22538,2330,53,1346,931,
2020-06-28,Albania,2877077,22912,2402,55,1384,963,
2020-06-29,Albania,2877077,23283,2466,58,1438,970,
2020-06-30,Albania,2877077,23654,2535,62,1459,1014,
2020-07-01,Albania,2877077,23869,2580,65,1516,999,
2020-07-02,Albania,2877077,24237,2662,69,1559,1034,
2020-07-03,Albania,2877077,24601,2752,72,1592,1088,
2020-07-04,Albania,2877077,24601,2819,74,1637,1108,
2020-07-05,Albania,2877077,24601,2893,76,1657,1160,
2020-07-06,Albania,2877077,25730,2964,79,1702,1183,
2020-07-07,Albania,2877077,26239,3038,81,1744,1213,
2020-07-08,Albania,2877077,26637,3106,83,1791,1232,
2020-07-09,Albania,2877077,27038,3188,83,1832,1273,
2020-07-10,Albania,2877077,27458,3278,85,1875,1318,
2020-07-11,Albania,2877077,27878,3371,89,1881,1401,
2020-07-12,Albania,2877077,28298,3454,93,1946,1415,
2020-07-13,Albania,2877077,28883,3571,95,2014,1462,
2020-07-14,Albania,2877077,29334,3667,97,2062,1508,
2020-07-15,Albania,2877077,29695,3752,101,2091,1560,
2020-07-16,Albania,2877077,30120,3851,104,2137,1610,
2020-07-17,Albania,2877077,30551,3906,107,2214,1585,
2020-07-18,Albania,2877077,31052,4008,111,2264,1633,
2020-07-19,Albania,2877077,31383,4090,112,2311,1667,
2020-07-20,Albania,2877077,31383,4171,113,2352,1706,
2020-07-21,Albania,2877077,31383,4290,117,2397,1776,
2020-07-22,Albania,2877077,31383,4358,120,2463,1775,
2020-07-23,Albania,2877077,33105,4466,123,2523,1820,
2020-07-24,Albania,2877077,33669,4570,128,2608,1834,
2020-07-25,Albania,2877077,33669,4637,134,2637,1866,
2020-07-26,Albania,2877077,34477,4763,138,2682,1943,
2020-07-27,Albania,2877077,34477,4880,144,2745,1991,
2020-07-28,Albania,2877077,34477,4997,148,2789,2060,
2020-07-29,Albania,2877077,34477,5105,150,2830,2125,
2020-07-30,Albania,2877077,35986,5197,154,2883,2160,
2020-07-31,Albania,2877077,35986,5276,157,2952,2167,
2020-08-01,Albania,2877077,37503,5396,161,2961,2274,
2020-08-02,Albania,2877077,37503,5519,166,3018,2335,
2020-08-03,Albania,2877077,37503,5620,172,3031,2417,
2020-08-04,Albania,2877077,37503,5750,176,3031,2543,
2020-08-05,Albania,2877077,38997,5889,182,3123,2584,
2020-08-06,Albania,2877077,38997,6016,188,3155,2673,
2020-08-07,Albania,2877077,40675,6151,189,3227,2735,
2020-08-08,Albania,2877077,40675,6275,193,3268,2814,
2020-08-09,Albania,2877077,40675,6411,199,3342,2870,
2020-08-10,Albania,2877077,42242,6536,200,3379,2957,
2020-08-11,Albania,2877077,42242,6676,205,3480,2991,
2020-08-12,Albania,2877077,42854,6817,208,3552,3057,
2020-08-13,Albania,2877077,42854,6971,213,3616,3142,
2020-08-14,Albania,2877077,42854,7117,219,3695,3203,
2020-08-15,Albania,2877077,45402,7260,225,3746,3289,
2020-08-16,Albania,2877077,46028,7380,228,3794,3358,
2020-08-17,Albania,2877077,46529,7499,230,3816,3453,
2020-08-18,Albania,2877077,47461,7654,232,3871,3551,
2020-08-19,Albania,2877077,48325,7812,234,3928,3650,
2020-08-20,Albania,2877077,49172,7967,238,3986,3743,
2020-08-21,Albania,2877077,50036,8119,240,4096,3783,
2020-08-22,Albania,2877077,50873,8275,245,4184,3846,
2020-08-23,Albania,2877077,51658,8427,250,4332,3845,
2020-08-24,Albania,2877077,52605,8605,254,4413,3938,
2020-08-25,Albania,2877077,53475,8759,259,4530,3970,
2020-08-26,Albania,2877077,54353,8927,263,4633,4031,
2020-08-27,Albania,2877077,54353,9083,266,4791,4026,
2020-08-28,Albania,2877077,56019,9195,271,4923,4001,
2020-08-29,Albania,2877077,56815,9279,275,5020,3984,
2020-08-30,Albania,2877077,57618,9380,280,5139,3961,
2020-08-31,Albania,2877077,58438,9513,284,5214,4015,
2020-09-01,Albania,2877077,59250,9606,290,5441,3875,
2020-09-02,Albania,2877077,60106,9728,296,5582,3850,
2020-09-03,Albania,2877077,60941,9844,301,5732,3811,
2020-09-04,Albania,2877077,60941,9967,306,5882,3779,
2020-09-05,Albania,2877077,62658,10102,312,5976,3814,
2020-09-06,Albania,2877077,63505,10255,316,6106,3833,
2020-09-07,Albania,2877077,64329,10406,319,6186,3901,
2020-09-08,Albania,2877077,65159,10553,321,6239,3993,
2020-09-09,Albania,2877077,66011,10704,322,6284,4098,
2020-09-10,Albania,2877077,66881,10860,324,6346,4190,
2020-09-11,Albania,2877077,66881,11021,327,6443,4251,
2020-09-12,Albania,2877077,68628,11185,330,6494,4361,
2020-09-13,Albania,2877077,69505,11353,334,6569,4450,
2020-09-14,Albania,2877077,70367,11520,338,6615,4567,
2020-09-15,Albania,2877077,71177,11672,340,6668,4664,
2020-09-16,Albania,2877077,72001,11816,343,6733,4740,
2020-09-17,Albania,2877077,72818,11948,347,6788,4813,
2020-09-18,Albania,2877077,73651,12073,353,6831,4889,
2020-09-19,Albania,2877077,74487,12226,358,6888,4980,
2020-09-20,Albania,2877077,75331,12385,362,6940,5083,
2020-04-18,Algeria,44025729,3359,2534,367,894,1273,
2020-04-19,Algeria,44025729,6500,2629,375,1047,1207,
2020-04-20,Algeria,44025729,6500,2718,384,1099,1235,
2020-04-21,Algeria,44025729,6500,2811,392,1152,1267,
2020-04-22,Algeria,44025729,6500,2910,402,1204,1304,
2020-04-23,Algeria,44025729,6500,3007,407,1355,1245,
2020-04-24,Algeria,44025729,6500,3127,415,1408,1304,
2020-04-25,Algeria,44025729,6500,3256,419,1479,1358,
2020-04-26,Algeria,44025729,6500,3382,425,1508,1449,
2020-04-27,Algeria,44025729,6500,3517,432,1558,1527,
2020-04-28,Algeria,44025729,6500,3649,437,1651,1561,
2020-04-29,Algeria,44025729,6500,3848,444,1702,1702,
2020-04-30,Algeria,44025729,6500,4006,450,1779,1777,
2020-05-01,Algeria,44025729,6500,4154,453,1821,1880,
2020-05-02,Algeria,44025729,6500,4295,459,1936,2075,
2020-05-03,Algeria,44025729,6500,4474,463,1936,2075,
2020-05-04,Algeria,44025729,6500,4648,465,1998,2185,
2020-05-05,Algeria,44025729,6500,4838,470,2067,2301,
2020-05-06,Algeria,44025729,6500,4997,476,2197,2324,
2020-05-07,Algeria,44025729,6500,5182,483,2323,2376,
2020-05-08,Algeria,44025729,6500,5369,488,2467,2414,
2020-05-09,Algeria,44025729,6500,5558,494,2546,2518,
2020-05-10,Algeria,44025729,6500,5723,502,2678,2543,
2020-05-11,Algeria,44025729,6500,5891,507,2841,2543,
2020-05-12,Algeria,44025729,6500,6067,515,2998,2554,
2020-05-13,Algeria,44025729,6500,6253,522,3058,2673,
2020-05-14,Algeria,44025729,6500,6442,529,3158,2755,
2020-05-15,Algeria,44025729,6500,6629,536,3271,2822,
2020-05-16,Algeria,44025729,6500,6821,542,3409,2870,
2020-05-17,Algeria,44025729,6500,7019,548,3507,2964,
2020-05-18,Algeria,44025729,6500,7201,555,3625,3021,
2020-05-19,Algeria,44025729,6500,7377,561,3746,3070,
2020-04-18,Andorra,77293,1673,704,35,205,464,
2020-04-19,Andorra,77293,1673,713,36,235,442,
2020-04-20,Andorra,77293,1673,717,37,248,432,
2020-04-21,Andorra,77293,1673,717,37,282,398,
2020-04-22,Andorra,77293,1673,723,37,309,377,
2020-04-23,Andorra,77293,1673,723,37,333,353,
2020-04-24,Andorra,77293,1673,731,40,344,347,
2020-04-25,Andorra,77293,1673,738,40,344,354,
2020-04-26,Andorra,77293,1673,738,40,344,354,
2020-04-27,Andorra,77293,1673,743,40,385,318,
2020-04-28,Andorra,77293,1673,743,41,398,304,
2020-04-29,Andorra,77293,1673,743,42,423,278,
2020-04-30,Andorra,77293,1673,745,42,468,235,
2020-05-01,Andorra,77293,1673,745,43,468,234,
2020-05-02,Andorra,77293,1673,747,44,493,210,
2020-05-03,Andorra,77293,1673,748,45,493,210,
2020-05-04,Andorra,77293,1673,750,45,499,206,
2020-05-05,Andorra,77293,1673,751,46,514,191,
2020-05-06,Andorra,77293,1673,751,46,521,184,
2020-05-07,Andorra,77293,1673,752,47,526,179,
2020-05-08,Andorra,77293,1673,752,47,537,168,
2020-05-09,Andorra,77293,1673,754,48,545,161,
2020-05-10,Andorra,77293,1673,755,48,550,157,
2020-05-11,Andorra,77293,1673,755,48,550,157,
2020-05-12,Andorra,77293,1673,758,48,568,142,
2020-05-13,Andorra,77293,1673,760,49,576,135,
2020-05-14,Andorra,77293,1673,761,49,596,116,
2020-05-15,Andorra,77293,1673,761,49,604,108,
2020-05-16,Andorra,77293,3750,761,51,615,95,
2020-05-17,Andorra,77293,3750,761,51,617,93,
2020-05-18,Andorra,77293,3750,761,51,624,86,
2020-05-19,Andorra,77293,3750,761,51,628,82,
2020-05-20,Andorra,77293,3750,762,51,639,72,
2020-05-21,Andorra,77293,3750,762,51,639,72,
2020-05-22,Andorra,77293,3750,762,51,652,59,
2020-05-23,Andorra,77293,3750,762,51,653,58,
2020-05-24,Andorra,77293,3750,762,51,653,58,
2020-05-25,Andorra,77293,3750,763,51,663,49,
2020-05-26,Andorra,77293,3750,763,51,676,36,
2020-05-27,Andorra,77293,3750,763,51,676,36,
2020-05-28,Andorra,77293,3750,763,51,681,31,
2020-05-29,Andorra,77293,3750,764,51,684,29,
2020-05-30,Andorra,77293,3750,764,51,692,21,
2020-05-31,Andorra,77293,3750,764,51,694,19,
2020-06-01,Andorra,77293,3750,765,51,698,16,
2020-06-02,Andorra,77293,3750,844,51,733,60,
2020-06-03,Andorra,77293,3750,851,51,735,65,
2020-06-04,Andorra,77293,3750,852,51,738,63,
2020-06-05,Andorra,77293,3750,852,51,741,60,
2020-06-06,Andorra,77293,3750,852,51,741,60,
2020-06-07,Andorra,77293,3750,852,51,744,57,
2020-06-08,Andorra,77293,3750,852,51,751,50,
2020-06-09,Andorra,77293,3750,852,51,757,44,
2020-06-10,Andorra,77293,3750,852,51,759,42,
2020-06-11,Andorra,77293,3750,852,51,780,21,
2020-06-12,Andorra,77293,3750,853,51,781,21,
2020-06-13,Andorra,77293,3750,853,51,781,21,
2020-06-14,Andorra,77293,3750,853,51,781,21,
2020-06-15,Andorra,77293,3750,853,51,789,13,
2020-06-16,Andorra,77293,3750,854,52,789,13,
2020-06-17,Andorra,77293,3750,854,52,791,11,
2020-06-18,Andorra,77293,3750,855,52,792,11,
2020-06-19,Andorra,77293,3750,855,52,792,11,
2020-06-20,Andorra,77293,3750,855,52,792,11,
2020-06-21,Andorra,77293,3750,855,52,792,11,
2020-06-22,Andorra,77293,3750,855,52,796,7,
2020-06-23,Andorra,77293,3750,855,52,797,6,
2020-06-24,Andorra,77293,3750,855,52,797,6,
2020-06-25,Andorra,77293,3750,855,52,797,6,
2020-06-26,Andorra,77293,3750,855,52,799,4,
2020-06-27,Andorra,77293,3750,855,52,799,4,
2020-06-28,Andorra,77293,3750,855,52,799,4,
2020-06-29,Andorra,77293,3750,855,52,799,4,
2020-06-30,Andorra,77293,3750,855,52,799,4,
2020-07-01,Andorra,77293,3750,855,52,799,4,
2020-07-02,Andorra,77293,3750,855,52,800,3,
2020-07-03,Andorra,77293,3750,855,52,800,3,
2020-07-04,Andorra,77293,3750,855,52,800,3,
2020-07-05,Andorra,77293,3750,855,52,800,3,
2020-07-06,Andorra,77293,3750,855,52,800,3,
2020-07-07,Andorra,77293,3750,855,52,800,3,
2020-07-08,Andorra,77293,3750,855,52,802,1,
2020-07-09,Andorra,77293,3750,855,52,802,1,
2020-07-10,Andorra,77293,3750,855,52,803,0,
2020-07-11,Andorra,77293,3750,855,52,803,0,
2020-07-12,Andorra,77293,3750,855,52,803,0,
2020-07-13,Andorra,77293,3750,858,52,803,3,
2020-07-14,Andorra,77293,3750,861,52,803,6,
2020-07-15,Andorra,77293,3750,861,52,803,6,
2020-07-16,Andorra,77293,3750,877,52,803,22,
2020-07-17,Andorra,77293,3750,880,52,803,25,
2020-07-18,Andorra,77293,3750,880,52,803,25,
2020-07-19,Andorra,77293,3750,880,52,803,25,
2020-07-20,Andorra,77293,3750,884,52,803,29,
2020-07-21,Andorra,77293,3750,884,52,803,29,
2020-07-22,Andorra,77293,3750,889,52,803,34,
2020-07-23,Andorra,77293,3750,889,52,803,34,
2020-07-24,Andorra,77293,3750,897,52,803,42,
2020-07-25,Andorra,77293,3750,897,52,803,42,
2020-07-26,Andorra,77293,3750,897,52,803,42,
2020-07-27,Andorra,77293,3750,907,52,803,52,
2020-07-28,Andorra,77293,3750,907,52,803,52,
2020-07-29,Andorra,77293,3750,918,52,804,62,
2020-07-30,Andorra,77293,3750,922,52,806,64,
2020-07-31,Andorra,77293,3750,925,52,807,66,
2020-08-01,Andorra,77293,3750,925,52,807,66,
2020-08-02,Andorra,77293,3750,925,52,807,66,
2020-08-03,Andorra,77293,3750,937,52,821,64,
2020-08-04,Andorra,77293,3750,939,52,825,62,
2020-08-05,Andorra,77293,3750,939,52,825,62,
2020-08-06,Andorra,77293,3750,944,52,828,64,
2020-08-07,Andorra,77293,3750,955,52,839,64,
2020-08-08,Andorra,77293,3750,955,52,839,64,
2020-08-09,Andorra,77293,3750,955,52,839,64,
2020-08-10,Andorra,77293,3750,963,52,839,72,
2020-08-11,Andorra,77293,3750,963,52,839,72,
2020-08-12,Andorra,77293,3750,977,53,855,69,
2020-08-13,Andorra,77293,3750,981,53,858,70,
2020-08-14,Andorra,77293,3750,989,53,863,73,
2020-08-15,Andorra,77293,3750,989,53,863,73,
2020-08-16,Andorra,77293,3750,989,53,863,73,
2020-08-17,Andorra,77293,3750,1005,53,869,83,
