Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases
2020-08-27,South Sudan,11223061,12044,2514,47,1290,1177,
2020-08-28,South Sudan,11223061,12044,2518,47,1290,1181,
2020-08-29,South Sudan,11223061,12044,2519,47,1290,1182,
2020-08-30,South Sudan,11223061,12044,2519,47,1290,1182,
2020-08-31,South Sudan,11223061,12044,2527,47,1290,1190,
2020-09-01,South Sudan,11223061,12044,2527,47,1290,1190,
2020-09-02,South Sudan,11223061,12044,2532,47,1290,1195,
2020-09-03,South Sudan,11223061,12044,2533,47,1290,1196,
2020-09-04,South Sudan,11223061,12044,2536,47,1290,1199,
2020-09-05,South Sudan,11223061,12044,2544,48,1290,1206,
2020-09-06,South Sudan,11223061,12044,2544,48,1290,1206,
2020-09-07,South Sudan,11223061,12044,2545,48,1290,1207,
2020-09-08,South Sudan,11223061,12044,2552,49,1290,1213,
2020-09-09,South Sudan,11223061,12044,2555,49,1290,1216,
2020-09-10,South Sudan,11223061,12044,2555,49,1290,1216,
2020-09-11,South Sudan,11223061,12044,2568,49,1290,1229,
2020-09-12,South Sudan,11223061,12044,2578,49,1290,1239,
2020-09-13,South Sudan,11223061,12044,2578,49,1290,1239,
2020-09-14,South Sudan,11223061,12044,2587,49,1290,1248,
2020-09-15,South Sudan,11223061,12044,2592,49,1290,1253,
2020-09-16,South Sudan,11223061,12044,2594,49,1290,1255,
2020-09-17,South Sudan,11223061,12044,2599,49,1290,1260,
2020-09-18,South Sudan,11223061,12044,2609,49,1290,1270,
2020-09-19,South Sudan,11223061,12044,2642,49,1290,1303,
2020-09-20,South Sudan,11223061,12044,2642,49,1290,1303,
2020-04-18,Spain,46758917,930230,194416,20043,74797,99576,
2020-04-19,Spain,46758917,930230,198674,20453,77357,100864,
2020-04-20,Spain,46758917,930230,200210,20852,80587,98771,
2020-04-21,Spain,46758917,930230,204178,21282,82514,100382,
2020-04-22,Spain,46758917,930230,208389,21717,85915,100757,
2020-04-23,Spain,46758917,930230,213024,22157,89250,101617,
2020-04-24,Spain,46758917,930230,219764,22524,92355,104885,
2020-04-25,Spain,46758917,930230,223759,22902,95708,105149,
2020-04-26,Spain,46758917,1199548,226629,23190,117727,85712,
2020-04-27,Spain,46758917,1345560,229422,23521,120832,85069,
2020-04-28,Spain,46758917,1345560,232128,23822,123903,84403,
2020-04-29,Spain,46758917,1414477,236899,24275,132929,79695,
2020-04-30,Spain,46758917,1455306,239639,24543,137984,77112,
2020-05-01,Spain,46758917,1528833,242988,24824,142450,75714,
2020-05-02,Spain,46758917,1932455,245589,25100,148558,73300,
2020-05-03,Spain,46758917,1932455,247122,25264,148558,73300,
2020-05-04,Spain,46758917,1932455,248301,25428,151633,71240,
2020-05-05,Spain,46758917,1932455,250561,25613,154718,70230,
2020-05-06,Spain,46758917,1932455,253682,25857,159359,68466,
2020-05-07,Spain,46758917,1932455,256855,26070,163919,66866,
2020-05-08,Spain,46758917,1932455,260117,26299,168408,65410,
2020-05-09,Spain,46758917,2467761,262783,26478,173157,63148,
2020-05-10,Spain,46758917,2467761,264663,26621,176439,61603,
2020-05-11,Spain,46758917,2467761,268143,26744,177846,63553,
2020-05-12,Spain,46758917,2467761,269520,26920,180470,62130,
2020-05-13,Spain,46758917,2467761,271095,27104,183227,60764,
2020-05-14,Spain,46758917,2467761,272646,27321,186480,58845,
2020-05-15,Spain,46758917,2467761,274367,27459,188967,57941,
2020-05-16,Spain,46758917,3037840,276505,27563,192253,56689,
2020-05-17,Spain,46758917,3037840,277719,27650,195945,54124,
2020-05-18,Spain,46758917,3037840,278188,27709,196958,53521,
2020-05-19,Spain,46758917,3037840,278803,27778,196958,54067,
2020-05-20,Spain,46758917,3037840,279524,27888,196958,54678,
2020-05-21,Spain,46758917,3037840,280117,27940,196958,55219,
2020-05-22,Spain,46758917,3037840,281904,28628,196958,56318,
2020-05-23,Spain,46758917,3037840,282370,28678,196958,56734,
2020-05-24,Spain,46758917,3556567,282852,28752,196958,57142,
2020-05-25,Spain,46758917,3556567,282480,26837,196958,58685,
2020-05-26,Spain,46758917,3556567,283339,27117,196958,59264,
2020-05-27,Spain,46758917,3556567,283849,27118,196958,59773,
2020-05-28,Spain,46758917,3556567,284986,27119,196958,60909,
2020-05-29,Spain,46758917,3556567,285644,27121,196958,61565,
2020-05-30,Spain,46758917,3556567,286308,27125,196958,62225,
2020-05-31,Spain,46758917,4063843,286509,27127,196958,62424,
2020-06-01,Spain,46758917,4063843,286718,27127,196958,62633,
2020-04-18,Sri Lanka,21433620,4768,254,7,86,161,
2020-04-19,Sri Lanka,21433620,6463,271,7,96,168,
2020-04-20,Sri Lanka,21433620,6463,304,7,98,199,
2020-04-21,Sri Lanka,21433620,6793,310,7,102,201,
2020-04-22,Sri Lanka,21433620,7393,330,7,105,218,
2020-04-23,Sri Lanka,21433620,7393,368,7,107,254,
2020-04-24,Sri Lanka,21433620,13142,417,7,109,301,
2020-04-25,Sri Lanka,21433620,13850,452,7,118,327,
2020-04-26,Sri Lanka,21433620,13850,523,7,120,396,
2020-04-27,Sri Lanka,21433620,15240,588,7,126,455,
2020-04-28,Sri Lanka,21433620,17715,619,7,134,478,
2020-04-29,Sri Lanka,21433620,17715,649,7,136,506,
2020-04-30,Sri Lanka,21433620,21157,663,7,154,502,
2020-05-01,Sri Lanka,21433620,22418,690,7,162,521,
2020-05-02,Sri Lanka,21433620,25206,702,7,184,527,
2020-05-03,Sri Lanka,21433620,25206,718,7,184,527,
2020-05-04,Sri Lanka,21433620,26842,751,8,194,549,
2020-05-05,Sri Lanka,21433620,26842,771,9,213,549,
2020-05-06,Sri Lanka,21433620,29378,797,9,215,573,
2020-05-07,Sri Lanka,21433620,30525,823,9,232,582,
2020-05-08,Sri Lanka,21433620,32078,835,9,240,586,
2020-05-09,Sri Lanka,21433620,33899,847,9,260,578,
2020-05-10,Sri Lanka,21433620,35323,856,9,321,526,
2020-05-11,Sri Lanka,21433620,36605,863,9,343,511,
2020-05-12,Sri Lanka,21433620,37662,889,9,366,514,
2020-05-13,Sri Lanka,21433620,38740,893,9,382,502,
2020-05-14,Sri Lanka,21433620,39629,925,9,445,471,
2020-05-15,Sri Lanka,21433620,39629,935,9,477,449,
2020-05-16,Sri Lanka,21433620,42056,957,9,520,428,
2020-05-17,Sri Lanka,21433620,43137,981,9,538,434,
2020-05-18,Sri Lanka,21433620,44391,992,9,559,424,
2020-05-19,Sri Lanka,21433620,45351,1023,9,569,445,
2020-05-20,Sri Lanka,21433620,46413,1028,9,584,435,
2020-05-21,Sri Lanka,21433620,47521,1048,9,604,435,
2020-05-22,Sri Lanka,21433620,49124,1068,9,620,439,
2020-05-23,Sri Lanka,21433620,51094,1089,9,660,420,
2020-05-24,Sri Lanka,21433620,53092,1141,9,674,458,
2020-05-25,Sri Lanka,21433620,54834,1182,10,695,477,
2020-05-26,Sri Lanka,21433620,56181,1319,10,712,597,
2020-05-27,Sri Lanka,21433620,57327,1469,10,732,727,
2020-05-28,Sri Lanka,21433620,59165,1530,10,745,775,
2020-05-29,Sri Lanka,21433620,60878,1558,10,754,794,
2020-05-30,Sri Lanka,21433620,62208,1613,10,781,822,
2020-05-31,Sri Lanka,21433620,63935,1633,10,801,822,
2020-06-01,Sri Lanka,21433620,65355,1643,11,811,821,
2020-06-02,Sri Lanka,21433620,66421,1683,11,823,849,
2020-06-03,Sri Lanka,21433620,68204,1735,11,836,888,
2020-06-04,Sri Lanka,21433620,70290,1797,11,839,947,
2020-06-05,Sri Lanka,21433620,72180,1801,11,858,932,
2020-06-06,Sri Lanka,21433620,73996,1814,11,891,912,
2020-06-07,Sri Lanka,21433620,75239,1835,11,941,883,
2020-06-08,Sri Lanka,21433620,76957,1857,11,990,856,
2020-06-09,Sri Lanka,21433620,76957,1859,11,1057,791,
2020-06-10,Sri Lanka,21433620,80302,1869,11,1122,736,
2020-06-11,Sri Lanka,21433620,81735,1877,11,1150,716,
2020-06-12,Sri Lanka,21433620,81735,1880,11,1196,673,
2020-06-13,Sri Lanka,21433620,84802,1884,11,1252,621,
2020-06-14,Sri Lanka,21433620,85967,1889,11,1287,591,
2020-06-15,Sri Lanka,21433620,85967,1905,11,1342,552,
2020-06-16,Sri Lanka,21433620,88734,1915,11,1371,533,
2020-06-17,Sri Lanka,21433620,90010,1924,11,1397,516,
2020-06-18,Sri Lanka,21433620,91391,1946,11,1421,514,
2020-06-19,Sri Lanka,21433620,91391,1950,11,1446,493,
2020-06-20,Sri Lanka,21433620,94260,1950,11,1472,467,
2020-06-21,Sri Lanka,21433620,95087,1950,11,1498,441,
2020-06-22,Sri Lanka,21433620,95087,1951,11,1526,414,
2020-06-23,Sri Lanka,21433620,97402,1991,11,1548,432,
2020-06-24,Sri Lanka,21433620,97402,2001,11,1562,428,
2020-06-25,Sri Lanka,21433620,97402,2010,11,1602,397,
2020-06-26,Sri Lanka,21433620,101226,2014,11,1619,384,
2020-06-27,Sri Lanka,21433620,101226,2033,11,1639,383,
2020-06-28,Sri Lanka,21433620,101226,2037,11,1661,365,
2020-06-29,Sri Lanka,21433620,101226,2039,11,1678,350,
2020-06-30,Sri Lanka,21433620,105105,2047,11,1711,325,
2020-07-01,Sri Lanka,21433620,105105,2054,11,1748,295,
2020-07-02,Sri Lanka,21433620,105105,2066,11,1827,228,
2020-07-03,Sri Lanka,21433620,110505,2069,11,1863,195,
2020-07-04,Sri Lanka,21433620,110505,2074,11,1885,178,
2020-07-05,Sri Lanka,21433620,110505,2076,11,1903,162,
2020-07-06,Sri Lanka,21433620,110505,2077,11,1917,149,
2020-07-07,Sri Lanka,21433620,114765,2081,11,1955,115,
2020-07-08,Sri Lanka,21433620,114765,2094,11,1967,116,
2020-07-09,Sri Lanka,21433620,114765,2154,11,1979,164,
2020-07-10,Sri Lanka,21433620,114765,2454,11,1980,463,
2020-07-11,Sri Lanka,21433620,114765,2511,11,1980,520,
2020-07-12,Sri Lanka,21433620,122071,2617,11,1981,625,
2020-07-13,Sri Lanka,21433620,122071,2646,11,1981,654,
2020-07-14,Sri Lanka,21433620,125632,2665,11,1988,666,
2020-07-15,Sri Lanka,21433620,127920,2671,11,2001,659,
2020-07-16,Sri Lanka,21433620,130390,2686,11,2007,668,
2020-07-17,Sri Lanka,21433620,132796,2697,11,2012,674,
2020-07-18,Sri Lanka,21433620,135519,2704,11,2023,670,
2020-07-19,Sri Lanka,21433620,135519,2724,11,2035,678,
2020-07-20,Sri Lanka,21433620,139591,2730,11,2041,678,
2020-07-21,Sri Lanka,21433620,139591,2730,11,2048,671,
2020-07-22,Sri Lanka,21433620,143673,2752,11,2064,677,
2020-07-23,Sri Lanka,21433620,143673,2753,11,2077,665,
2020-07-24,Sri Lanka,21433620,143673,2764,11,2094,659,
2020-07-25,Sri Lanka,21433620,143673,2770,11,2103,656,
2020-07-26,Sri Lanka,21433620,143673,2782,11,2106,665,
2020-07-27,Sri Lanka,21433620,153065,2805,11,2121,673,
2020-07-28,Sri Lanka,21433620,153065,2810,11,2296,503,
2020-07-29,Sri Lanka,21433620,155540,2810,11,2317,482,
2020-07-30,Sri Lanka,21433620,155540,2814,11,2333,470,
2020-07-31,Sri Lanka,21433620,155540,2815,11,2391,413,
2020-08-01,Sri Lanka,21433620,160226,2815,11,2439,365,
2020-08-02,Sri Lanka,21433620,162090,2823,11,2514,298,
2020-08-03,Sri Lanka,21433620,162090,2828,11,2517,300,
2020-08-04,Sri Lanka,21433620,162090,2834,11,2524,299,
2020-08-05,Sri Lanka,21433620,166737,2839,11,2537,291,
2020-08-06,Sri Lanka,21433620,166737,2839,11,2541,287,
2020-08-07,Sri Lanka,21433620,166737,2839,11,2564,264,
2020-08-08,Sri Lanka,21433620,166737,2841,11,2576,254,
2020-08-09,Sri Lanka,21433620,166737,2844,11,2579,254,
2020-08-10,Sri Lanka,21433620,166737,2871,11,2593,267,
2020-08-11,Sri Lanka,21433620,166737,2880,11,2622,247,
2020-08-12,Sri Lanka,21433620,166737,2881,11,2638,232,
2020-08-13,Sri Lanka,21433620,166737,2882,11,2646,225,
2020-08-14,Sri Lanka,21433620,166737,2886,11,2658,217,
2020-08-15,Sri Lanka,21433620,166737,2890,11,2666,213,
2020-08-16,Sri Lanka,21433620,166737,2893,11,2670,212,
2020-08-17,Sri Lanka,21433620,166737,2900,11,2676,213,
2020-08-18,Sri Lanka,21433620,166737,2902,11,2755,136,
2020-08-19,Sri Lanka,21433620,195025,2902,11,2760,131,
2020-08-20,Sri Lanka,21433620,195025,2918,11,2765,142,
2020-08-21,Sri Lanka,21433620,195025,2941,11,2789,141,
2020-08-22,Sri Lanka,21433620,195025,2947,11,2798,138,
2020-08-23,Sri Lanka,21433620,195025,2953,12,2805,136,
2020-08-24,Sri Lanka,21433620,208397,2959,12,2811,136,
2020-08-25,Sri Lanka,21433620,208397,2971,12,2816,143,
2020-08-26,Sri Lanka,21433620,213462,2984,12,2819,153,
2020-08-27,Sri Lanka,21433620,216309,2986,12,2830,144,
2020-08-28,Sri Lanka,21433620,219162,2989,12,2842,135,
2020-08-29,Sri Lanka,21433620,219162,2995,12,2849,134,
2020-08-30,Sri Lanka,21433620,219162,3012,12,2860,140,
2020-08-31,Sri Lanka,21433620,226111,3049,12,2868,169,
2020-09-01,Sri Lanka,21433620,228052,3092,12,2879,201,
2020-09-02,Sri Lanka,21433620,230547,3101,12,2883,206,
2020-09-03,Sri Lanka,21433620,230547,3111,12,2883,216,
2020-09-04,Sri Lanka,21433620,235221,3115,12,2907,196,
2020-09-05,Sri Lanka,21433620,235221,3121,12,2918,191,
2020-09-06,Sri Lanka,21433620,235221,3123,12,2925,186,
2020-09-07,Sri Lanka,21433620,235221,3123,12,2926,185,
2020-09-08,Sri Lanka,21433620,235221,3140,12,2935,193,
2020-09-09,Sri Lanka,21433620,235221,3147,12,2946,189,
2020-09-10,Sri Lanka,21433620,235221,3155,12,2955,188,
2020-09-11,Sri Lanka,21433620,249328,3169,12,2969,188,
2020-09-12,Sri Lanka,21433620,249328,3195,12,2983,200,
2020-09-13,Sri Lanka,21433620,253842,3234,12,2996,226,
2020-09-14,Sri Lanka,21433620,256043,3262,13,3005,244,
2020-09-15,Sri Lanka,21433620,257477,3271,13,3016,242,
2020-09-16,Sri Lanka,21433620,259778,3271,13,3021,237,
2020-09-17,Sri Lanka,21433620,262378,3276,13,3043,220,
2020-09-18,Sri Lanka,21433620,262378,3281,13,3060,208,
2020-09-19,Sri Lanka,21433620,266057,3283,13,3070,200,
2020-09-20,Sri Lanka,21433620,268371,3287,13,3088,186,
2020-05-02,St. Vincent Grenadines,111020,108,16,0,8,8,
2020-05-19,Sudan,44072553,281,2728,111,286,2331,
2020-05-20,Sudan,44072553,281,2728,111,286,2331,
2020-05-21,Sudan,44072553,281,3138,121,309,2708,
2020-05-22,Sudan,44072553,394,3378,137,372,2869,
2020-05-23,Sudan,44072553,394,3378,137,372,2869,
2020-05-24,Sudan,44072553,401,3628,146,424,3058,
2020-05-25,Sudan,44072553,401,3820,165,458,3197,
2020-05-26,Sudan,44072553,401,3976,170,503,3303,
2020-05-27,Sudan,44072553,401,4146,184,588,3374,
2020-05-28,Sudan,44072553,401,4346,195,749,3402,
2020-05-29,Sudan,44072553,401,4521,233,816,3472,
2020-05-30,Sudan,44072553,401,4800,262,1272,3266,
2020-05-31,Sudan,44072553,401,5026,286,1423,3317,
2020-06-01,Sudan,44072553,401,5173,298,1522,3353,
2020-06-02,Sudan,44072553,401,5310,307,1625,3378,
2020-06-03,Sudan,44072553,401,5499,314,1711,3474,
2020-06-04,Sudan,44072553,401,5714,333,1825,3556,
2020-06-05,Sudan,44072553,401,5865,347,1924,3594,
2020-06-06,Sudan,44072553,401,6081,359,2014,3708,
2020-06-07,Sudan,44072553,401,6081,359,2014,3708,
2020-06-08,Sudan,44072553,401,6242,372,2059,3811,
2020-06-09,Sudan,44072553,401,6427,389,2127,3911,
2020-06-10,Sudan,44072553,401,6582,401,2202,3979,
2020-06-11,Sudan,44072553,401,6582,401,2202,3979,
2020-06-12,Sudan,44072553,401,6879,433,2416,4030,
2020-06-13,Sudan,44072553,401,7007,447,2556,4004,
2020-06-14,Sudan,44072553,401,7220,459,2610,4151,
2020-06-15,Sudan,44072553,401,7435,468,2720,4247,
2020-06-16,Sudan,44072553,401,7740,477,2820,4443,
2020-06-17,Sudan,44072553,401,8020,487,2966,4567,
2020-06-18,Sudan,44072553,401,8020,487,2966,4567,
2020-06-19,Sudan,44072553,401,8316,506,3086,4724,
2020-06-20,Sudan,44072553,401,8416,513,3204,4699,
2020-06-21,Sudan,44072553,401,8580,521,3325,4734,
2020-06-22,Sudan,44072553,401,8698,533,3460,4705,
2020-06-23,Sudan,44072553,401,8889,548,3699,4642,
2020-06-24,Sudan,44072553,401,8889,548,3699,4642,
2020-06-25,Sudan,44072553,401,8984,556,3806,4622,
2020-06-26,Sudan,44072553,401,9257,572,4014,4671,
2020-06-27,Sudan,44072553,401,9257,572,4014,4671,
2020-06-28,Sudan,44072553,401,9257,572,4014,4671,
2020-06-29,Sudan,44072553,401,9257,572,4014,4671,
2020-06-30,Sudan,44072553,401,9257,572,4014,4671,
2020-07-01,Sudan,44072553,401,9573,602,4606,4365,
2020-07-02,Sudan,44072553,401,9573,602,4606,4365,
2020-07-03,Sudan,44072553,401,9663,604,4624,4435,
2020-07-04,Sudan,44072553,401,9663,604,4624,4435,
2020-07-05,Sudan,44072553,401,9767,608,4673,4486,
2020-07-06,Sudan,44072553,401,9894,616,4899,4379,
2020-07-07,Sudan,44072553,401,9997,622,5034,4341,
2020-07-08,Sudan,44072553,401,10084,636,5074,4374,
2020-07-09,Sudan,44072553,401,10158,641,5200,4317,
2020-07-10,Sudan,44072553,401,10204,649,5277,4278,
2020-07-11,Sudan,44072553,401,10250,650,5341,4259,
2020-07-12,Sudan,44072553,401,10250,650,5341,4259,
2020-07-13,Sudan,44072553,401,10316,657,5403,4256,
2020-07-14,Sudan,44072553,401,10417,659,5579,4179,
2020-07-15,Sudan,44072553,401,10527,668,5601,4258,
2020-07-16,Sudan,44072553,401,10527,668,5601,4258,
2020-07-17,Sudan,44072553,401,10527,668,5601,4258,
2020-07-18,Sudan,44072553,401,10682,673,5637,4372,
2020-07-19,Sudan,44072553,401,10992,693,5707,4592,
2020-07-20,Sudan,44072553,401,10992,693,5707,4592,
2020-07-21,Sudan,44072553,401,10992,693,5707,4592,
2020-07-22,Sudan,44072553,401,11237,708,5835,4694,
2020-07-23,Sudan,44072553,401,11237,708,5835,4694,
2020-07-24,Sudan,44072553,401,11302,715,5855,4732,
2020-07-25,Sudan,44072553,401,11385,717,5890,4778,
2020-07-26,Sudan,44072553,401,11385,717,5890,4778,
2020-07-27,Sudan,44072553,401,11424,720,5939,4765,
2020-07-28,Sudan,44072553,401,11496,725,6001,4770,
2020-07-29,Sudan,44072553,401,11496,725,6001,4770,
2020-07-30,Sudan,44072553,401,11496,725,6001,4770,
2020-07-31,Sudan,44072553,401,11644,746,6119,4779,
2020-08-01,Sudan,44072553,401,11738,752,6137,4849,
2020-08-02,Sudan,44072553,401,11738,752,6137,4849,
2020-08-03,Sudan,44072553,401,11738,752,6137,4849,
2020-08-04,Sudan,44072553,401,11780,763,6194,4823,
2020-08-05,Sudan,44072553,401,11780,763,6194,4823,
2020-08-06,Sudan,44072553,401,11780,763,6194,4823,
2020-08-07,Sudan,44072553,401,11894,773,6243,4878,
2020-08-08,Sudan,44072553,401,11894,773,6243,4878,
2020-08-09,Sudan,44072553,401,11956,781,6266,4909,
2020-08-10,Sudan,44072553,401,11956,781,6266,4909,
2020-08-11,Sudan,44072553,401,12033,786,6282,4965,
2020-08-12,Sudan,44072553,401,12033,786,6282,4965,
2020-08-13,Sudan,44072553,401,12115,792,6305,5018,
2020-08-14,Sudan,44072553,401,12162,793,6325,5044,
2020-08-15,Sudan,44072553,401,12211,796,6340,5075,
2020-08-16,Sudan,44072553,401,12314,798,6350,5166,
2020-08-17,Sudan,44072553,401,12410,803,6385,5222,
2020-08-18,Sudan,44072553,401,12485,805,6398,5282,
2020-08-19,Sudan,44072553,401,12546,808,6429,5309,
2020-08-20,Sudan,44072553,401,12582,812,6456,5314,
2020-08-21,Sudan,44072553,401,12623,812,6476,5335,
2020-08-22,Sudan,44072553,401,12682,815,6492,5375,
2020-08-23,Sudan,44072553,401,12836,815,6497,5524,
2020-08-24,Sudan,44072553,401,12903,818,6538,5547,
2020-08-25,Sudan,44072553,401,12974,819,6557,5598,
2020-08-26,Sudan,44072553,401,12974,819,6557,5598,
2020-08-27,Sudan,44072553,401,13045,823,6594,5628,
2020-08-28,Sudan,44072553,401,13082,823,6603,5656,
2020-08-29,Sudan,44072553,401,13189,823,6612,5754,
2020-08-30,Sudan,44072553,401,13189,823,6612,5754,
2020-08-31,Sudan,44072553,401,13189,823,6612,5754,
2020-09-01,Sudan,44072553,401,13189,823,6612,5754,
2020-09-02,Sudan,44072553,401,13189,823,6612,5754,
2020-09-03,Sudan,44072553,401,13189,823,6612,5754,
2020-09-04,Sudan,44072553,401,13189,823,6612,5754,
2020-09-05,Sudan,44072553,401,13407,832,6725,5850,
2020-04-21,Suriname,587814,404,10,1,6,3,
2020-04-22,Suriname,587814,404,10,1,6,3,
2020-04-23,Suriname,587814,404,10,1,6,3,
2020-04-24,Suriname,587814,404,10,1,7,2,
2020-04-25,Suriname,587814,404,10,1,7,2,
2020-04-26,Suriname,587814,404,10,1,7,2,
2020-04-27,Suriname,587814,404,10,1,7,2,
2020-04-28,Suriname,587814,404,10,1,7,2,
2020-04-29,Suriname,587814,404,10,1,8,1,
2020-04-30,Suriname,587814,404,10,1,8,1,
2020-05-01,Suriname,587814,404,10,1,8,1,
2020-05-02,Suriname,587814,404,10,1,9,0,
2020-05-03,Suriname,587814,404,10,1,9,0,
2020-05-04,Suriname,587814,404,10,1,9,0,
2020-05-05,Suriname,587814,404,10,1,9,0,
2020-05-06,Suriname,587814,404,10,1,9,0,
2020-05-07,Suriname,587814,404,10,1,9,0,
2020-05-08,Suriname,587814,404,10,1,9,0,
2020-05-09,Suriname,587814,404,10,1,9,0,
2020-05-10,Suriname,587814,404,10,1,9,0,
2020-05-11,Suriname,587814,404,10,1,9,0,
2020-05-12,Suriname,587814,404,10,1,9,0,
2020-05-13,Suriname,587814,404,10,1,9,0,
2020-05-14,Suriname,587814,404,10,1,9,0,
2020-05-15,Suriname,587814,404,10,1,9,0,
2020-05-16,Suriname,587814,404,10,1,9,0,
2020-05-17,Suriname,587814,404,10,1,9,0,
2020-05-18,Suriname,587814,404,11,1,9,1,
2020-05-19,Suriname,587814,404,11,1,9,1,
2020-05-20,Suriname,587814,404,11,1,9,1,
2020-05-21,Suriname,587814,404,11,1,9,1,
2020-05-22,Suriname,587814,404,11,1,9,1,
2020-05-23,Suriname,587814,404,11,1,9,1,
2020-05-24,Suriname,587814,488,11,1,9,1,
2020-05-25,Suriname,587814,488,11,1,9,1,
2020-05-26,Suriname,587814,488,11,1,9,1,
2020-05-27,Suriname,587814,488,12,1,9,2,
2020-05-28,Suriname,587814,782,12,1,9,2,
2020-05-29,Suriname,587814,782,12,1,9,2,
2020-05-30,Suriname,587814,782,12,1,9,2,
2020-05-31,Suriname,587814,782,23,1,9,13,
2020-06-01,Suriname,587814,782,44,1,9,34,
2020-06-02,Suriname,587814,782,54,1,9,44,
2020-06-03,Suriname,587814,782,74,1,9,64,
2020-06-04,Suriname,587814,782,82,1,9,72,
2020-06-05,Suriname,587814,782,90,1,9,80,
2020-06-06,Suriname,587814,1165,100,1,9,90,
2020-06-07,Suriname,587814,1165,122,1,9,112,
2020-06-08,Suriname,587814,1165,128,2,9,117,
2020-06-09,Suriname,587814,1165,137,2,9,126,
2020-06-10,Suriname,587814,1165,144,2,9,133,
2020-06-11,Suriname,587814,1165,168,2,9,157,
2020-06-12,Suriname,587814,1165,187,3,9,175,
2020-06-13,Suriname,587814,1165,196,3,9,184,
2020-06-14,Suriname,587814,1165,208,3,9,196,
2020-06-15,Suriname,587814,1165,229,5,48,176,
2020-06-16,Suriname,587814,1165,236,6,48,182,
2020-06-17,Suriname,587814,1165,261,6,48,207,
2020-06-18,Suriname,587814,1165,277,7,74,196,
2020-06-19,Suriname,587814,1165,293,8,74,211,
2020-06-20,Suriname,587814,1165,302,8,74,220,
2020-06-21,Suriname,587814,1165,314,8,106,200,
2020-06-22,Suriname,587814,1165,319,8,106,205,
2020-06-23,Suriname,587814,1165,319,9,132,178,
2020-06-24,Suriname,587814,1165,357,9,154,194,
2020-06-25,Suriname,587814,1165,373,10,176,187,
2020-06-26,Suriname,587814,1165,389,10,181,198,
2020-06-27,Suriname,587814,1165,433,11,191,231,
2020-06-28,Suriname,587814,1244,490,11,199,280,
2020-06-29,Suriname,587814,1244,501,13,217,271,
2020-06-30,Suriname,587814,1244,515,13,227,275,
2020-07-01,Suriname,587814,1244,535,13,242,280,
2020-07-02,Suriname,587814,1244,547,13,252,282,
2020-07-03,Suriname,587814,1244,561,13,267,281,
2020-07-04,Suriname,587814,1244,565,14,276,275,
2020-07-05,Suriname,587814,1244,594,14,292,288,
2020-07-06,Suriname,587814,1244,614,14,315,285,
2020-07-07,Suriname,587814,1244,634,15,405,214,
2020-07-08,Suriname,587814,1244,665,17,434,214,
2020-07-09,Suriname,587814,1244,694,17,456,221,
2020-07-10,Suriname,587814,1244,726,18,481,227,
2020-07-11,Suriname,587814,1244,741,18,495,228,
2020-07-12,Suriname,587814,1244,741,18,495,228,
2020-07-13,Suriname,587814,1244,780,18,526,236,
2020-07-14,Suriname,587814,1244,801,18,543,240,
2020-07-15,Suriname,587814,1244,837,18,573,246,
2020-07-16,Suriname,587814,1244,904,18,581,305,
2020-07-17,Suriname,587814,1244,943,19,600,324,
2020-07-18,Suriname,587814,1244,1001,20,610,371,
2020-07-19,Suriname,587814,1244,1029,21,627,381,
2020-07-20,Suriname,587814,1244,1079,21,656,402,
2020-07-21,Suriname,587814,1244,1131,21,705,405,
2020-07-22,Suriname,587814,1244,1176,21,739,416,
2020-07-23,Suriname,587814,1244,1234,23,774,437,
2020-07-24,Suriname,587814,1244,1305,23,804,478,
2020-07-25,Suriname,587814,1244,1381,23,853,505,
2020-07-26,Suriname,587814,1244,1439,23,890,526,
2020-07-27,Suriname,587814,1244,1483,24,925,534,
2020-07-28,Suriname,587814,1331,1510,24,965,521,
2020-07-29,Suriname,587814,1619,1607,26,1003,578,
2020-07-30,Suriname,587814,1619,1607,26,1003,578,
2020-07-31,Suriname,587814,1619,1650,26,1080,544,
2020-08-01,Suriname,587814,1619,1760,26,1161,573,
2020-08-02,Suriname,587814,1818,1849,27,1194,628,
2020-08-03,Suriname,587814,2015,1893,27,1227,639,
2020-08-04,Suriname,587814,2143,1981,27,1278,676,
2020-08-05,Suriname,587814,2584,2050,27,1327,696,
2020-08-06,Suriname,587814,2785,2096,29,1446,621,
2020-08-07,Suriname,587814,3253,2203,29,1505,669,
2020-08-08,Suriname,587814,3509,2306,29,1558,719,
2020-08-09,Suriname,587814,3816,2391,29,1635,727,
2020-08-10,Suriname,587814,3816,2489,30,1674,785,
2020-08-11,Suriname,587814,4060,2559,39,1712,808,
2020-08-12,Suriname,587814,4060,2653,39,1789,825,
2020-08-13,Suriname,587814,4449,2761,40,1830,891,
2020-08-14,Suriname,587814,4449,2838,41,1894,903,
2020-08-15,Suriname,587814,4449,2961,42,1990,929,
2020-08-16,Suriname,587814,4639,3016,47,2036,933,
2020-08-17,Suriname,587814,4835,3077,48,2138,891,
2020-08-18,Suriname,587814,5284,3216,54,2196,966,
2020-08-19,Suriname,587814,5568,3295,54,2227,1014,
2020-08-20,Suriname,587814,5889,3366,55,2383,928,
