Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive
2020/08/18,Australia,25566037,5380816,23773,438,14929,8406,,,0.092986645
2020/08/19,Australia,25566037,5439315,23993,450,15246,8297,,,0.093847161
2020/08/20,Australia,25566037,5507605,24236,463,17854,5919,,,0.094797641
2020/08/21,Australia,25566037,5579410,24407,472,18460,5475,,,0.095466497
2020/08/22,Australia,25566037,5646546,24602,485,18759,5358,,,0.096229228
2020/08/23,Australia,25566037,5706078,24812,502,19233,5077,,,0.09705063
2020/08/24,Australia,25566037,5757173,24916,517,19603,4796,,,0.09745742
2020/08/25,Australia,25566037,5789846,25053,525,19814,4714,,,0.097993287
2020/08/26,Australia,25566037,5886412,25204,549,20100,4555,,,0.098583914
2020/08/27,Australia,25566037,5972680,25322,572,20366,4384,,,0.099045464
2020/08/28,Australia,25566037,6052236,25448,583,20633,4232,,,0.099538305
2020/08/29,Australia,25566037,6114456,25547,600,20856,4091,,,0.099925538
2020/08/30,Australia,25566037,6167592,25670,611,21116,3943,,,0.100406645
2020/08/31,Australia,25566037,6214006,25746,652,21350,3744,,,0.100703914
2020/09/01,Australia,25566037,6255408,25819,657,21503,3659,,,0.100989449
2020/09/02,Australia,25566037,6319795,25923,663,21690,3570,,,0.101396239
2020/09/03,Australia,25566037,6445984,26049,678,21912,3459,,,0.10188908
2020/09/04,Australia,25566037,6522481,26136,737,22169,3230,,,0.102229376
2020/09/05,Australia,25566037,6590788,26207,748,22330,3129,,,0.102507088
2020/09/06,Australia,25566037,6657348,26279,753,22467,3059,,,0.102788711
2020/09/07,Australia,25566037,6691350,26322,762,22603,2957,,,0.102956903
2020/09/08,Australia,25566037,6725558,26374,770,22724,2880,,,0.103160298
2020/09/09,Australia,25566037,6788377,26465,781,22863,2821,,,0.103516239
2020/09/10,Australia,25566037,6849431,26513,788,23036,2689,,,0.103703988
2020/09/11,Australia,25566037,6927498,26565,797,23217,2551,,,0.103907383
2020/09/12,Australia,25566037,6970482,26607,803,23329,2475,,,0.104071664
2020/09/13,Australia,25566037,7015645,26651,810,23462,2379,,,0.104243767
2020/09/14,Australia,25566037,7037277,26692,816,23578,2298,,,0.104404136
2020/09/15,Australia,25566037,7076539,26739,816,23652,2271,,,0.104587973
2020/09/16,Australia,25566037,7120024,26779,824,23726,2229,,,0.104744431
2020/09/17,Australia,25566037,7173728,26813,832,23792,2189,,,0.10487742
2020/09/18,Australia,25566037,7224163,26861,837,23855,2169,,,0.105065169
2020/09/19,Australia,25566037,7261973,26885,844,23962,2079,,,0.105159044
2020/09/20,Australia,25566037,7295727,26898,849,24062,1987,,,0.105209892
2020/04/18,Austria,9018024,175932,14671,443,10214,4014,,,0.162685307
2020/04/19,Austria,9018024,179243,14749,452,10501,3796,,,0.163550241
2020/04/20,Austria,9018024,182949,14795,470,10631,3694,,,0.164060331
2020/04/21,Austria,9018024,189018,14873,491,10971,3411,,,0.164925265
2020/04/22,Austria,9018024,201794,14925,510,11328,3087,,,0.165501888
2020/04/23,Austria,9018024,205835,15002,522,11694,2786,,,0.166355734
2020/04/24,Austria,9018024,212686,15071,530,11872,2669,,,0.167120868
2020/04/25,Austria,9018024,221098,15148,536,12103,2509,,,0.167974714
2020/04/26,Austria,9018024,227631,15225,542,12282,2401,,,0.168828559
2020/04/27,Austria,9018024,232537,15274,549,12362,2363,,,0.169371916
2020/04/28,Austria,9018024,239578,15357,569,12580,2208,,,0.170292295
2020/04/29,Austria,9018024,247754,15402,580,12779,2043,,,0.170791295
2020/04/30,Austria,9018024,256399,15452,584,12907,1961,,,0.17134574
2020/05/01,Austria,9018024,264079,15531,589,13110,1832,,,0.172221764
2020/05/02,Austria,9018024,274355,15558,596,13228,1771,,,0.172521164
2020/05/03,Austria,9018024,274355,15597,598,13228,1771,,,0.172953632
2020/05/04,Austria,9018024,279071,15621,600,13316,1705,,,0.173219765
2020/05/05,Austria,9018024,285883,15650,606,13462,1582,,,0.173541343
2020/05/06,Austria,9018024,292254,15684,608,13639,1437,,,0.173918366
2020/05/07,Austria,9018024,292254,15752,609,13698,1445,,,0.174672412
2020/05/08,Austria,9018024,304069,15774,614,13836,1324,,,0.174916367
2020/05/09,Austria,9018024,311690,15833,615,13928,1290,,,0.175570613
2020/05/10,Austria,9018024,316508,15871,618,13991,1262,,,0.175991991
2020/05/11,Austria,9018024,319484,15882,620,14061,1201,,,0.176113969
2020/05/12,Austria,9018024,329314,15961,623,14148,1190,,,0.176989992
2020/05/13,Austria,9018024,336252,15997,624,14304,1069,,,0.177389193
2020/05/14,Austria,9018024,344606,16058,626,14405,1027,,,0.178065616
2020/05/15,Austria,9018024,351351,16109,628,14471,1010,,,0.17863115
2020/05/16,Austria,9018024,357393,16201,629,14524,1048,,,0.179651329
2020/05/17,Austria,9018024,362509,16242,629,14563,1050,,,0.180105974
2020/05/18,Austria,9018024,366069,16269,629,14614,1026,,,0.180405375
2020/05/19,Austria,9018024,372435,16321,632,14678,1011,,,0.180981998
2020/05/20,Austria,9018024,379592,16353,633,14882,838,,,0.181336843
2020/05/21,Austria,9018024,385637,16404,633,14951,820,,,0.181902377
2020/05/22,Austria,9018024,390488,16436,635,15005,796,,,0.182257222
2020/05/23,Austria,9018024,396363,16486,639,15037,810,,,0.182811667
2020/05/24,Austria,9018024,401857,16503,640,15063,800,,,0.183000178
2020/05/25,Austria,9018024,405341,16539,641,15138,760,,,0.183399379
2020/05/26,Austria,9018024,411185,16557,643,15182,732,,,0.183598979
2020/05/27,Austria,9018024,418706,16591,645,15228,718,,,0.183976002
2020/05/28,Austria,9018024,427372,16628,668,15286,674,,,0.184386291
2020/05/29,Austria,9018024,434302,16655,668,15347,640,,,0.184685692
2020/05/30,Austria,9018024,442143,16685,668,15520,497,,,0.185018359
2020/05/31,Austria,9018024,448534,16731,668,15593,470,,,0.185528448
2020/06/01,Austria,9018024,451820,16733,668,15596,469,,,0.185550626
2020/06/02,Austria,9018024,456378,16759,669,15629,461,,,0.185838938
2020/06/03,Austria,9018024,462958,16771,670,15672,429,,,0.185972005
2020/06/04,Austria,9018024,471466,16805,670,15717,418,,,0.186349027
2020/06/05,Austria,9018024,479449,16843,672,15742,429,,,0.186770406
2020/06/06,Austria,9018024,485912,16898,672,15789,437,,,0.187380295
2020/06/07,Austria,9018024,489597,16902,672,15793,437,,,0.187424651
2020/06/08,Austria,9018024,494761,16968,672,15839,457,,,0.188156519
2020/06/09,Austria,9018024,500921,16979,672,15875,432,,,0.188278496
2020/06/10,Austria,9018024,506344,17005,673,15910,422,,,0.188566808
2020/06/11,Austria,9018024,506344,17034,674,15949,411,,,0.188888386
2020/06/12,Austria,9018024,516581,17064,675,15985,404,,,0.189221053
2020/06/13,Austria,9018024,520976,17078,677,16012,389,,,0.189376298
2020/06/14,Austria,9018024,524840,17109,677,16059,373,,,0.189720054
2020/06/15,Austria,9018024,527670,17135,678,16066,391,,,0.190008365
2020/06/16,Austria,9018024,532700,17189,681,16089,419,,,0.190607166
2020/06/17,Austria,9018024,540615,17203,687,16099,417,,,0.190762411
2020/06/18,Austria,9018024,540615,17223,688,16101,434,,,0.190984189
2020/06/19,Austria,9018024,552130,17271,688,16141,442,,,0.191516456
2020/06/20,Austria,9018024,558208,17323,688,16175,460,,,0.192093079
2020/06/21,Austria,9018024,560584,17341,690,16197,454,,,0.19229268
2020/06/22,Austria,9018024,565800,17380,690,16241,449,,,0.192725147
2020/06/23,Austria,9018024,572473,17408,693,16261,454,,,0.193035636
2020/06/24,Austria,9018024,578584,17449,693,16282,474,,,0.193490281
2020/06/25,Austria,9018024,584243,17477,698,16320,459,,,0.193800771
2020/06/26,Austria,9018024,590442,17522,698,16348,476,,,0.194299771
2020/06/27,Austria,9018024,597495,17580,700,16371,509,,,0.194942928
2020/06/28,Austria,9018024,602520,17654,702,16401,551,,,0.195763507
2020/06/29,Austria,9018024,606375,17723,703,16420,600,,,0.196528641
2020/06/30,Austria,9018024,612756,17766,705,16478,583,,,0.197005464
2020/07/01,Austria,9018024,620886,17873,705,16491,677,,,0.198191976
2020/07/02,Austria,9018024,628700,17941,705,16514,722,,,0.198946022
2020/07/03,Austria,9018024,635505,18050,705,16558,787,,,0.200154712
2020/07/04,Austria,9018024,642679,18165,705,16607,853,,,0.201429936
2020/07/05,Austria,9018024,647804,18280,706,16615,959,,,0.20270516
2020/07/06,Austria,9018024,654105,18365,706,16647,1012,,,0.203647717
2020/07/07,Austria,9018024,660149,18421,706,16686,1029,,,0.204268696
2020/07/08,Austria,9018024,668220,18513,706,16721,1086,,,0.205288875
2020/07/09,Austria,9018024,675727,18615,706,16758,1151,,,0.206419943
2020/07/10,Austria,9018024,683484,18709,706,16808,1195,,,0.2074623
2020/07/11,Austria,9018024,691709,18783,706,16864,1213,,,0.208282879
2020/07/12,Austria,9018024,696740,18897,708,16952,1237,,,0.209547014
2020/07/13,Austria,9018024,700616,18948,708,17000,1240,,,0.210112548
2020/07/14,Austria,9018024,708128,19021,709,17073,1239,,,0.210922038
2020/07/15,Austria,9018024,716293,19154,710,17175,1269,,,0.212396862
2020/07/16,Austria,9018024,726345,19270,711,17244,1315,,,0.213683175
2020/07/17,Austria,9018024,734413,19439,711,17335,1393,,,0.2155572
2020/07/18,Austria,9018024,743090,19573,711,17501,1361,,,0.217043113
2020/07/19,Austria,9018024,748669,19655,711,17599,1345,,,0.217952403
2020/07/20,Austria,9018024,798436,19743,711,17659,1373,,,0.218928226
2020/07/21,Austria,9018024,798436,19827,710,17716,1401,,,0.219859694
2020/07/22,Austria,9018024,814681,19929,711,17849,1369,,,0.220990762
2020/07/23,Austria,9018024,814681,20099,711,17943,1445,,,0.222875876
2020/07/24,Austria,9018024,833841,20214,711,18042,1461,,,0.2241511
2020/07/25,Austria,9018024,840890,20338,712,18124,1502,,,0.225526124
2020/07/26,Austria,9018024,847898,20472,712,18209,1551,,,0.227012037
2020/07/27,Austria,9018024,853169,20558,713,18246,1599,,,0.227965683
2020/07/28,Austria,9018024,861050,20677,713,18379,1585,,,0.229285262
2020/07/29,Austria,9018024,870602,20850,716,18528,1606,,,0.231203643
2020/07/30,Austria,9018024,880036,20955,718,18628,1609,,,0.232367978
2020/07/31,Austria,9018024,890461,21130,718,18758,1654,,,0.234308536
2020/08/01,Austria,9018024,897819,21212,718,18911,1583,,,0.235217826
2020/08/02,Austria,9018024,905314,21304,718,18984,1602,,,0.236238005
2020/08/03,Austria,9018024,910437,21385,718,19063,1604,,,0.237136206
2020/08/04,Austria,9018024,916778,21481,719,19336,1426,,,0.238200741
2020/08/05,Austria,9018024,923902,21566,719,19464,1383,,,0.239143298
2020/08/06,Austria,9018024,937275,21696,719,19596,1381,,,0.240584855
2020/08/07,Austria,9018024,947305,21837,720,19690,1427,,,0.242148391
2020/08/08,Austria,9018024,955239,21919,721,19812,1386,,,0.243057681
2020/08/09,Austria,9018024,961868,22033,721,19923,1389,,,0.244321816
2020/08/10,Austria,9018024,965758,22106,723,20010,1373,,,0.245131306
2020/08/11,Austria,9018024,974508,22245,723,20123,1399,,,0.246672664
2020/08/12,Austria,9018024,983018,22439,724,20268,1447,,,0.248823911
2020/08/13,Austria,9018024,991508,22594,725,20346,1523,,,0.250542691
2020/08/14,Austria,9018024,1003432,22876,725,20499,1652,,,0.253669762
2020/08/15,Austria,9018024,1009354,23179,728,20627,1824,,,0.2570297
2020/08/16,Austria,9018024,1018490,23370,728,20681,1961,,,0.25914768
2020/08/17,Austria,9018024,1024067,23534,729,20765,2040,,,0.26096626
2020/08/18,Austria,9018024,1037888,23829,729,20870,2230,,,0.264237487
2020/08/19,Austria,9018024,1048216,24084,729,20958,2397,,,0.267065158
2020/08/20,Austria,9018024,1061437,24431,729,21093,2609,,,0.270913007
2020/08/21,Austria,9018024,1075409,24762,730,21260,2772,,,0.274583434
2020/08/22,Austria,9018024,1087155,25062,732,21406,2924,,,0.277910105
2020/08/23,Austria,9018024,1094987,25253,732,21558,2963,,,0.280028086
2020/08/24,Austria,9018024,1101206,25495,733,21657,3105,,,0.282711601
2020/08/25,Austria,9018024,1110089,25706,733,21888,3085,,,0.285051359
2020/08/26,Austria,9018024,1110089,26033,733,22145,3155,,,0.288677431
2020/08/27,Austria,9018024,1133243,26361,733,22317,3311,,,0.292314591
2020/08/28,Austria,9018024,1147944,26590,733,22594,3263,,,0.29485395
2020/08/29,Austria,9018024,1160743,26985,733,22866,3386,,,0.299234067
2020/08/30,Austria,9018024,1172092,27166,733,23070,3363,,,0.301241159
2020/08/31,Austria,9018024,1180711,27438,733,23226,3479,,,0.304257341
2020/09/01,Austria,9018024,1193127,27642,734,23565,3343,,,0.306519477
2020/09/02,Austria,9018024,1210568,27969,734,23820,3415,,,0.310145549
2020/09/03,Austria,9018024,1222257,28372,735,24171,3466,,,0.314614377
2020/09/04,Austria,9018024,1236489,28729,735,24513,3481,,,0.318573115
2020/09/05,Austria,9018024,1247807,29087,735,24828,3524,,,0.322542943
2020/09/06,Austria,9018024,1255825,29271,736,25043,3492,,,0.324583301
2020/09/07,Austria,9018024,1266223,29561,746,25300,3515,,,0.327799083
2020/09/08,Austria,9018024,1266223,30081,747,25629,3705,,,0.333565313
2020/09/09,Austria,9018024,1288059,30583,747,25764,4072,,,0.339131943
2020/09/10,Austria,9018024,1303030,31247,748,26043,4456,,,0.346494975
2020/09/11,Austria,9018024,1316819,31827,750,26257,4820,,,0.352926539
2020/09/12,Austria,9018024,1331493,32696,754,26579,5363,,,0.362562796
2020/09/13,Austria,9018024,1342066,33159,756,26760,5643,,,0.367696959
2020/09/14,Austria,9018024,1351408,33541,757,27010,5774,,,0.37193292
2020/09/15,Austria,9018024,1364508,34305,757,27354,6194,,,0.380404843
2020/09/16,Austria,9018024,1379839,35073,758,27655,6660,,,0.388921121
2020/09/17,Austria,9018024,1395111,35853,758,28044,7051,,,0.397570466
2020/09/18,Austria,9018024,1413965,36661,763,28451,7447,,,0.4065303
2020/09/19,Austria,9018024,1432099,37474,765,28961,7748,,,0.415545578
2020/09/20,Austria,9018024,1444683,38095,766,29229,8100,,,0.422431788
2020/04/18,Azerbaijan,10159718,86607,1373,18,590,765,,,0.013514155
2020/04/19,Azerbaijan,10159718,95747,1398,19,712,667,,,0.013760224
2020/04/20,Azerbaijan,10159718,95747,1436,19,791,626,,,0.014134251
2020/04/21,Azerbaijan,10159718,102764,1480,20,865,595,,,0.014567333
2020/04/22,Azerbaijan,10159718,108221,1518,20,907,591,,,0.01494136
2020/04/23,Azerbaijan,10159718,108221,1548,20,948,580,,,0.015236643
2020/04/24,Azerbaijan,10159718,114410,1592,21,1013,558,,,0.015669726
2020/04/25,Azerbaijan,10159718,120479,1617,21,1080,516,,,0.015915796
2020/04/26,Azerbaijan,10159718,120479,1645,21,1139,485,,,0.016191394
2020/04/27,Azerbaijan,10159718,128807,1678,22,1162,494,,,0.016516206
2020/04/28,Azerbaijan,10159718,132640,1717,22,1221,474,,,0.016900075
2020/04/29,Azerbaijan,10159718,137379,1766,23,1267,476,,,0.017382372
2020/04/30,Azerbaijan,10159718,143079,1804,24,1325,455,,,0.017756398
2020/05/01,Azerbaijan,10159718,146630,1854,25,1365,464,,,0.018248538
2020/05/02,Azerbaijan,10159718,157932,1894,25,1441,466,,,0.01864225
2020/05/03,Azerbaijan,10159718,157932,1932,25,1441,466,,,0.019016276
2020/05/04,Azerbaijan,10159718,157932,1984,26,1480,478,,,0.019528101
2020/05/05,Azerbaijan,10159718,164481,2060,26,1508,526,,,0.020276153
2020/05/06,Azerbaijan,10159718,169790,2127,28,1536,563,,,0.02093562
2020/05/07,Azerbaijan,10159718,175910,2204,28,1551,625,,,0.021693516
2020/05/08,Azerbaijan,10159718,181530,2279,28,1576,675,,,0.022431725
2020/05/09,Azerbaijan,10159718,188950,2422,31,1620,771,,,0.023839244
2020/05/10,Azerbaijan,10159718,193411,2519,32,1650,837,,,0.024793995
2020/05/11,Azerbaijan,10159718,193411,2589,32,1680,877,,,0.025482991
2020/05/12,Azerbaijan,10159718,202282,2693,33,1680,980,,,0.026506641
2020/05/13,Azerbaijan,10159718,208546,2758,35,1789,934,,,0.027146423
2020/05/14,Azerbaijan,10159718,214291,2879,35,1833,1011,,,0.028337401
2020/05/15,Azerbaijan,10159718,220363,2980,36,1886,1058,,,0.029331523
2020/05/16,Azerbaijan,10159718,226005,3138,36,1944,1158,,,0.030886684
2020/05/17,Azerbaijan,10159718,232077,3274,39,2015,1220,,,0.032225304
2020/05/18,Azerbaijan,10159718,235910,3387,40,2055,1292,,,0.033337539
2020/05/19,Azerbaijan,10159718,240220,3518,41,2198,1279,,,0.034626945
2020/05/20,Azerbaijan,10159718,245609,3631,43,2253,1335,,,0.035739181
2020/05/21,Azerbaijan,10159718,252496,3749,44,2340,1365,,,0.036900631
2020/05/22,Azerbaijan,10159718,252496,3855,46,2399,1410,,,0.037943967
2020/05/23,Azerbaijan,10159718,265067,3982,49,2506,1427,,,0.039194001
2020/05/24,Azerbaijan,10159718,270739,4122,49,2607,1466,,,0.040571992
2020/05/25,Azerbaijan,10159718,273411,4271,51,2741,1479,,,0.042038568
2020/05/26,Azerbaijan,10159718,273411,4403,52,2819,1532,,,0.043337817
2020/05/27,Azerbaijan,10159718,280663,4568,54,2897,1617,,,0.044961878
2020/05/28,Azerbaijan,10159718,284669,4759,56,3022,1681,,,0.046841851
2020/05/29,Azerbaijan,10159718,284669,4989,58,3125,1806,,,0.049105694
2020/05/30,Azerbaijan,10159718,294264,5246,61,3327,1858,,,0.051635291
2020/05/31,Azerbaijan,10159718,294264,5494,63,3428,2003,,,0.054076304
2020/06/01,Azerbaijan,10159718,302933,5662,68,3508,2086,,,0.055729893
2020/06/02,Azerbaijan,10159718,309901,5935,71,3564,2300,,,0.058416976
2020/06/03,Azerbaijan,10159718,315527,6260,76,3665,2519,,,0.061615883
2020/06/04,Azerbaijan,10159718,322574,6522,78,3737,2707,,,0.064194695
2020/06/05,Azerbaijan,10159718,328385,6860,82,3871,2907,,,0.067521559
2020/06/06,Azerbaijan,10159718,328385,7239,84,4024,3131,,,0.071251978
2020/06/07,Azerbaijan,10159718,328385,7553,88,4149,3316,,,0.074342615
2020/06/08,Azerbaijan,10159718,343391,7876,93,4377,3406,,,0.077521837
2020/06/09,Azerbaijan,10159718,343391,8191,98,4606,3487,,,0.080622316
2020/06/10,Azerbaijan,10159718,356032,8530,102,4720,3708,,,0.083959023
2020/06/11,Azerbaijan,10159718,362654,8882,108,4930,3844,,,0.087423686
2020/06/12,Azerbaijan,10159718,362654,9218,113,5116,3989,,,0.090730865
2020/06/13,Azerbaijan,10159718,362654,9570,115,5309,4146,,,0.094195528
2020/06/14,Azerbaijan,10159718,362654,9957,119,5583,4255,,,0.098004689
2020/06/15,Azerbaijan,10159718,386898,10324,122,5739,4463,,,0.101616994
2020/06/16,Azerbaijan,10159718,386898,10662,126,5948,4588,,,0.104943858
2020/06/17,Azerbaijan,10159718,397399,10991,133,6075,4783,,,0.108182137
2020/06/18,Azerbaijan,10159718,403499,11329,139,6192,4998,,,0.111509001
2020/06/19,Azerbaijan,10159718,403499,11767,143,6325,5299,,,0.115820144
2020/06/20,Azerbaijan,10159718,417102,12238,148,6516,5574,,,0.120456099
2020/06/21,Azerbaijan,10159718,417102,12729,154,6799,5776,,,0.125288911
2020/06/22,Azerbaijan,10159718,426394,13207,161,7168,5878,,,0.129993766
2020/06/23,Azerbaijan,10159718,426394,13715,167,7503,6045,,,0.134993904
2020/06/24,Azerbaijan,10159718,441961,14305,174,7768,6363,,,0.140801152
2020/06/25,Azerbaijan,10159718,449235,14852,180,8059,6613,,,0.14618516
2020/06/26,Azerbaijan,10159718,456215,15369,187,8364,6818,,,0.151273884
2020/06/27,Azerbaijan,10159718,461861,15890,193,8719,6978,,,0.156401979
2020/06/28,Azerbaijan,10159718,461861,16424,198,9026,7200,,,0.16165803
2020/06/29,Azerbaijan,10159718,475525,16968,206,9369,7393,,,0.16701251
2020/06/30,Azerbaijan,10159718,482170,17524,213,9715,7596,,,0.172485102
2020/07/01,Azerbaijan,10159718,482170,18112,220,10061,7831,,,0.178272665
2020/07/02,Azerbaijan,10159718,482170,18684,228,10425,8031,,,0.183902742
2020/07/03,Azerbaijan,10159718,502965,19267,235,10820,8212,,,0.18964109
2020/07/04,Azerbaijan,10159718,509811,19801,241,11291,8269,,,0.194897142
2020/07/05,Azerbaijan,10159718,516533,20324,250,11742,8332,,,0.200044923
2020/07/06,Azerbaijan,10159718,522773,20837,258,12182,8397,,,0.205094275
2020/07/07,Azerbaijan,10159718,529875,21374,265,12635,8474,,,0.210379855
2020/07/08,Azerbaijan,10159718,537230,21916,274,13100,8542,,,0.215714649
2020/07/09,Azerbaijan,10159718,537230,22464,284,13591,8589,,,0.221108499
2020/07/10,Azerbaijan,10159718,552311,22990,292,14093,8605,,,0.226285808
2020/07/11,Azerbaijan,10159718,552311,23521,298,14607,8616,,,0.231512331
2020/07/12,Azerbaijan,10159718,568234,24041,306,15093,8642,,,0.236630584
2020/07/13,Azerbaijan,10159718,576249,24570,313,15640,8617,,,0.241837421
2020/07/14,Azerbaijan,10159718,576249,25113,319,16150,8644,,,0.247182058
2020/07/15,Azerbaijan,10159718,592778,25672,326,16695,8651,,,0.252684179
2020/07/16,Azerbaijan,10159718,601500,26165,334,17256,8575,,,0.257536676
2020/07/17,Azerbaijan,10159718,601500,26636,341,17805,8490,,,0.262172631
2020/07/18,Azerbaijan,10159718,619786,27133,349,18450,8334,,,0.267064499
2020/07/19,Azerbaijan,10159718,627881,27521,354,18967,8200,,,0.270883503
2020/07/20,Azerbaijan,10159718,634698,27890,363,19490,8037,,,0.274515493
2020/07/21,Azerbaijan,10159718,641732,28242,376,19939,7927,,,0.277980157
2020/07/22,Azerbaijan,10159718,649953,28633,385,20443,7805,,,0.281828689
2020/07/23,Azerbaijan,10159718,658782,28980,391,20974,7615,,,0.285244138
2020/07/24,Azerbaijan,10159718,667819,29312,400,21547,7365,,,0.288511945
2020/07/25,Azerbaijan,10159718,667819,29633,408,22082,7143,,,0.291671481
2020/07/26,Azerbaijan,10159718,667819,30050,417,22684,6949,,,0.295775926
2020/07/27,Azerbaijan,10159718,690386,30446,423,23242,6781,,,0.299673672
2020/07/28,Azerbaijan,10159718,698815,30858,430,23873,6555,,,0.303728903
2020/07/29,Azerbaijan,10159718,708632,31221,438,24495,6288,,,0.307301837
2020/07/30,Azerbaijan,10159718,717164,31560,441,25168,5951,,,0.310638543
2020/07/31,Azerbaijan,10159718,724953,31878,448,25882,5548,,,0.313768551
2020/08/01,Azerbaijan,10159718,732236,32157,454,26474,5229,,,0.316514691
2020/08/02,Azerbaijan,10159718,738963,32443,462,27113,4868,,,0.319329729
2020/08/03,Azerbaijan,10159718,744837,32684,468,27760,4456,,,0.321701843
2020/08/04,Azerbaijan,10159718,751246,32910,473,28348,4089,,,0.323926314
2020/08/05,Azerbaijan,10159718,759129,33103,476,28840,3787,,,0.325825973
2020/08/06,Azerbaijan,10159718,766179,33247,479,29275,3493,,,0.327243335
2020/08/07,Azerbaijan,10159718,773051,33376,483,29696,3197,,,0.328513055
2020/08/08,Azerbaijan,10159718,779508,33481,488,30056,2937,,,0.329546548
2020/08/09,Azerbaijan,10159718,785126,33568,490,30364,2714,,,0.330402871
2020/08/10,Azerbaijan,10159718,790141,33647,492,30642,2513,,,0.331180452
2020/08/11,Azerbaijan,10159718,796459,33731,495,30856,2380,,,0.332007247
2020/08/12,Azerbaijan,10159718,804513,33824,497,31058,2269,,,0.332922626
2020/08/13,Azerbaijan,10159718,812033,33915,500,31269,2146,,,0.333818321
2020/08/14,Azerbaijan,10159718,820002,34018,504,31490,2024,,,0.334832128
2020/08/15,Azerbaijan,10159718,826043,34107,506,31697,1904,,,0.335708137
2020/08/16,Azerbaijan,10159718,831755,34219,506,31875,1838,,,0.33681053
2020/08/17,Azerbaijan,10159718,836908,34343,508,32042,1793,,,0.338031036
2020/08/18,Azerbaijan,10159718,836908,34474,509,32201,1764,,,0.339320442
2020/08/19,Azerbaijan,10159718,849628,34620,510,32363,1747,,,0.34075749
2020/08/20,Azerbaijan,10159718,855802,34759,510,32511,1738,,,0.342125638
2020/08/21,Azerbaijan,10159718,861788,34921,512,32682,1727,,,0.34372017
2020/08/22,Azerbaijan,10159718,868345,35105,515,32842,1748,,,0.345531244
2020/08/23,Azerbaijan,10159718,873777,35274,518,32993,1763,,,0.347194676
2020/08/24,Azerbaijan,10159718,878667,35426,519,33104,1803,,,0.348690781
2020/08/25,Azerbaijan,10159718,885279,35559,521,33190,1848,,,0.349999872
2020/08/26,Azerbaijan,10159718,892070,35707,522,33281,1904,,,0.351456605
2020/08/27,Azerbaijan,10159718,898492,35844,524,33364,1956,,,0.352805068
2020/08/28,Azerbaijan,10159718,904506,35986,527,33461,1998,,,0.354202745
2020/08/29,Azerbaijan,10159718,910890,36174,529,33576,2069,,,0.35605319
2020/08/30,Azerbaijan,10159718,917027,36309,531,33703,2075,,,0.357381967
2020/08/31,Azerbaijan,10159718,922069,36435,534,33847,2054,,,0.358622159
2020/09/01,Azerbaijan,10159718,928666,36578,536,33977,2065,,,0.360029678
2020/09/02,Azerbaijan,10159718,935396,36732,538,34116,2078,,,0.361545468
2020/09/03,Azerbaijan,10159718,942265,36899,541,34264,2094,,,0.363189215
2020/09/04,Azerbaijan,10159718,949313,37031,543,34419,2069,,,0.364488463
2020/09/05,Azerbaijan,10159718,956492,37192,545,34565,2082,,,0.366073153
2020/09/06,Azerbaijan,10159718,963104,37329,548,34705,2076,,,0.367421615
2020/09/07,Azerbaijan,10159718,967040,37418,551,34837,2030,,,0.368297624
2020/09/08,Azerbaijan,10159718,967040,37557,552,34965,2040,,,0.369665772
2020/09/09,Azerbaijan,10159718,980978,37732,555,35119,2058,,,0.371388261
2020/09/10,Azerbaijan,10159718,988268,37874,556,35269,2049,,,0.372785938
2020/09/11,Azerbaijan,10159718,995376,38037,557,35440,2040,,,0.374390313
2020/09/12,Azerbaijan,10159718,1002727,38172,559,35607,2006,,,0.37571909
2020/09/13,Azerbaijan,10159718,1002727,38327,562,35756,2009,,,0.377244723
2020/09/14,Azerbaijan,10159718,1013108,38403,564,35860,1979,,,0.377992775
2020/09/15,Azerbaijan,10159718,1020029,38517,566,35998,1953,,,0.379114853
2020/09/16,Azerbaijan,10159718,1027685,38658,569,36149,1940,,,0.380502687
2020/09/17,Azerbaijan,10159718,1035286,38777,571,36289,1917,,,0.38167398
2020/09/18,Azerbaijan,10159718,1041184,38894,572,36424,1898,,,0.382825586
2020/09/19,Azerbaijan,10159718,1047906,39042,574,36601,1867,,,0.38428232
2020/09/20,Azerbaijan,10159718,1054792,39188,575,36755,1858,,,0.385719367
2020/04/30,Bahamas,394088,1284,81,11,25,45,,,0.020553785
2020/05/01,Bahamas,394088,1284,81,11,24,46,,,0.020553785
2020/05/02,Bahamas,394088,1353,83,11,24,48,,,0.021061286
2020/05/03,Bahamas,394088,1353,83,11,24,48,,,0.021061286
2020/05/04,Bahamas,394088,1391,83,11,25,47,,,0.021061286
2020/05/05,Bahamas,394088,1485,89,11,26,52,,,0.022583788
2020/05/06,Bahamas,394088,1500,92,11,26,55,,,0.02334504
2020/05/07,Bahamas,394088,1500,92,11,26,55,,,0.02334504
2020/05/08,Bahamas,394088,1500,92,11,31,50,,,0.02334504
2020/05/09,Bahamas,394088,1500,92,11,37,44,,,0.02334504
2020/05/10,Bahamas,394088,1500,92,11,37,44,,,0.02334504
2020/05/11,Bahamas,394088,1634,93,11,39,43,,,0.02359879
2020/05/12,Bahamas,394088,1634,93,11,39,43,,,0.02359879
2020/05/13,Bahamas,394088,1670,94,11,41,42,,,0.023852541
