Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive,Serious_or_Critical
31-05-2020,Angola,33085398,10000,86,4,18,64,,,0.000259933,32
04-06-2020,Angola,33085398,10000,86,4,18,64,,,0.000259933,8
06-06-2020,Angola,33085398,10000,88,4,24,60,,,0.000265978,1
11-06-2020,Angola,33085398,10000,118,5,41,72,,,0.000356653,9
12-06-2020,Angola,33085398,10000,130,5,42,83,,,0.000392923,8
18-06-2020,Angola,33085398,10000,166,8,64,94,,,0.000501732,5
21-06-2020,Angola,33085398,10000,183,9,77,97,,,0.000553114,26
25-06-2020,Angola,33085398,10000,212,10,81,121,,,0.000640766,17
26-06-2020,Angola,33085398,10000,212,10,81,121,,,0.000640766,4
27-06-2020,Angola,33085398,10000,259,10,81,168,,,0.000782823,5
29-06-2020,Angola,33085398,10000,276,11,93,172,,,0.000834205,61
30-06-2020,Angola,33085398,10000,284,13,93,178,,,0.000858385,6
01-07-2020,Angola,33085398,10000,291,15,97,179,,,0.000879542,2
02-07-2020,Angola,33085398,10000,315,17,97,201,,,0.000952082,13
03-07-2020,Angola,33085398,10000,328,18,107,203,,,0.000991374,4
04-07-2020,Angola,33085398,10000,346,19,108,219,,,0.001045779,1
05-07-2020,Angola,33085398,10000,346,19,108,219,,,0.001045779,1
07-07-2020,Angola,33085398,10000,386,21,117,248,,,0.001166678,9
08-07-2020,Angola,33085398,10000,386,21,117,248,,,0.001166678,2
11-07-2020,Angola,33085398,10000,462,23,118,321,,,0.001396386,4
14-07-2020,Angola,33085398,10000,541,26,118,397,,,0.001635162,4
17-07-2020,Angola,33085398,10000,638,29,199,410,,,0.001928343,13
19-07-2020,Angola,33085398,10000,705,29,221,455,,,0.002130849,2
21-07-2020,Angola,33085398,10000,779,30,221,528,,,0.002354513,1
22-07-2020,Angola,33085398,10000,812,33,221,558,,,0.002454255,15
23-07-2020,Angola,33085398,10000,851,33,236,582,,,0.002572132,17
24-07-2020,Angola,33085398,10000,880,35,241,604,,,0.002659784,5
27-07-2020,Angola,33085398,10000,950,41,242,667,,,0.002871357,1
30-07-2020,Angola,33085398,63371,1109,51,395,663,,,0.003351932,11
31-07-2020,Angola,33085398,63371,1148,52,437,659,,,0.003469809,8
02-08-2020,Angola,33085398,64109,1199,55,461,683,,,0.003623955,4
05-08-2020,Angola,33085398,64747,1395,62,506,827,,,0.004216362,6
07-08-2020,Angola,33085398,64747,1538,67,544,927,,,0.004648576,4
12-08-2020,Angola,33085398,64747,1762,80,577,1105,,,0.005325612,3
14-08-2020,Angola,33085398,64747,1852,86,584,1182,,,0.005597636,1
15-08-2020,Angola,33085398,64747,1879,86,628,1165,,,0.005679243,15
16-08-2020,Angola,33085398,64747,1906,88,628,1190,,,0.00576085,5
18-08-2020,Angola,33085398,64747,1966,90,667,1209,,,0.005942198,1
21-08-2020,Angola,33085398,64747,2068,94,804,1170,,,0.006250492,3
22-08-2020,Angola,33085398,64747,2134,94,814,1226,,,0.006449975,3
23-08-2020,Angola,33085398,64747,2171,96,818,1257,,,0.006561807,4
24-08-2020,Angola,33085398,64747,2222,100,877,1245,,,0.006715954,10
25-08-2020,Angola,33085398,64747,2283,102,977,1204,,,0.006900325,2
28-08-2020,Angola,33085398,64747,2471,106,1028,1337,,,0.007468552,1
31-08-2020,Angola,33085398,64747,2654,108,1071,1475,,,0.008021666,1
05-09-2020,Angola,33085398,64747,2935,117,1192,1626,,,0.008870983,1
07-09-2020,Angola,33085398,64747,2981,120,1215,1646,,,0.009010017,4
12-09-2020,Angola,33085398,64747,3335,132,1289,1914,,,0.010079975,1
18-09-2020,Angola,33085398,65951,3848,147,1443,2258,,,0.011630508,14016
20-09-2020,Angola,33085398,65951,3991,152,1445,2394,,,0.012062723,8318
18-04-2020,Antigua and Barbuda,98112,73,23,3,3,17,,,0.023442596,700
19-04-2020,Antigua and Barbuda,98112,73,23,3,3,17,,,0.023442596,380
20-04-2020,Antigua and Barbuda,98112,73,23,3,3,17,,,0.023442596,98
21-04-2020,Antigua and Barbuda,98112,108,23,3,7,13,,,0.023442596,378
22-04-2020,Antigua and Barbuda,98112,108,24,3,10,11,,,0.02446184,7705
23-04-2020,Antigua and Barbuda,98112,108,24,3,10,11,,,0.02446184,36
24-04-2020,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184,123
25-04-2020,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184,5433
26-04-2020,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184,392
27-04-2020,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184,3357
28-04-2020,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184,1559
29-04-2020,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184,1
30-04-2020,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184,81
02-05-2020,Antigua and Barbuda,98112,151,25,3,15,7,,,0.025481083,46
03-05-2020,Antigua and Barbuda,98112,151,25,3,15,7,,,0.025481083,1865
04-05-2020,Antigua and Barbuda,98112,151,25,3,15,7,,,0.025481083,2471
05-05-2020,Antigua and Barbuda,98112,153,25,3,16,6,,,0.025481083,1
06-05-2020,Antigua and Barbuda,98112,153,25,3,16,6,,,0.025481083,2889
08-05-2020,Antigua and Barbuda,98112,153,25,3,16,6,,,0.025481083,139
09-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,45
10-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,557
11-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,3
12-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,137
13-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,37
14-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,245
15-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,126
16-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,22
17-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,98
19-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,1
20-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,1079
21-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,46
22-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,1087
23-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,3
24-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,515
25-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,3
26-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,82
27-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,1
28-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,160
29-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,232
30-05-2020,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083,92
31-05-2020,Antigua and Barbuda,98112,183,26,3,19,4,,,0.026500326,10
02-06-2020,Antigua and Barbuda,98112,246,26,3,19,4,,,0.026500326,213
03-06-2020,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326,4
04-06-2020,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326,2
05-06-2020,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326,6
07-06-2020,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326,23
08-06-2020,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326,2
09-06-2020,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326,8
10-06-2020,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326,40
11-06-2020,Antigua and Barbuda,98112,489,26,3,20,3,,,0.026500326,75
12-06-2020,Antigua and Barbuda,98112,489,26,3,20,3,,,0.026500326,386
13-06-2020,Antigua and Barbuda,98112,489,26,3,20,3,,,0.026500326,30
14-06-2020,Antigua and Barbuda,98112,489,26,3,20,3,,,0.026500326,212
15-06-2020,Antigua and Barbuda,98112,489,26,3,20,3,,,0.026500326,4
16-06-2020,Antigua and Barbuda,98112,489,26,3,22,1,,,0.026500326,5
17-06-2020,Antigua and Barbuda,98112,489,26,3,22,1,,,0.026500326,16
18-06-2020,Antigua and Barbuda,98112,489,26,3,22,1,,,0.026500326,7
19-06-2020,Antigua and Barbuda,98112,489,26,3,22,1,,,0.026500326,196
20-06-2020,Antigua and Barbuda,98112,489,26,3,22,1,,,0.026500326,2
22-06-2020,Antigua and Barbuda,98112,489,26,3,22,1,,,0.026500326,1
23-06-2020,Antigua and Barbuda,98112,680,26,3,22,1,,,0.026500326,315
24-06-2020,Antigua and Barbuda,98112,680,65,3,22,40,,,0.066250815,101
25-06-2020,Antigua and Barbuda,98112,680,65,3,22,40,,,0.066250815,27
27-06-2020,Antigua and Barbuda,98112,680,65,3,22,40,,,0.066250815,2
28-06-2020,Antigua and Barbuda,98112,680,69,3,22,44,,,0.070327789,49
29-06-2020,Antigua and Barbuda,98112,680,69,3,22,44,,,0.070327789,4
30-06-2020,Antigua and Barbuda,98112,680,69,3,22,44,,,0.070327789,55
01-07-2020,Antigua and Barbuda,98112,680,69,3,22,44,,,0.070327789,81
02-07-2020,Antigua and Barbuda,98112,796,69,3,23,43,,,0.070327789,33
04-07-2020,Antigua and Barbuda,98112,796,68,3,23,42,,,0.069308545,34
05-07-2020,Antigua and Barbuda,98112,796,68,3,23,42,,,0.069308545,82
06-07-2020,Antigua and Barbuda,98112,796,70,3,23,44,,,0.071347032,9
07-07-2020,Antigua and Barbuda,98112,796,70,3,23,44,,,0.071347032,1
08-07-2020,Antigua and Barbuda,98112,796,70,3,23,44,,,0.071347032,59
09-07-2020,Antigua and Barbuda,98112,854,73,3,57,13,,,0.074404762,18
10-07-2020,Antigua and Barbuda,98112,860,74,3,57,14,,,0.075424005,1
11-07-2020,Antigua and Barbuda,98112,860,74,3,57,14,,,0.075424005,1
13-07-2020,Antigua and Barbuda,98112,866,74,3,57,14,,,0.075424005,58
14-07-2020,Antigua and Barbuda,98112,866,74,3,57,14,,,0.075424005,10
18-07-2020,Antigua and Barbuda,98112,930,76,3,57,16,,,0.077462492,43
19-07-2020,Antigua and Barbuda,98112,930,76,3,57,16,,,0.077462492,25
20-07-2020,Antigua and Barbuda,98112,930,76,3,57,16,,,0.077462492,2
21-07-2020,Antigua and Barbuda,98112,930,76,3,57,16,,,0.077462492,1
23-07-2020,Antigua and Barbuda,98112,1142,76,3,58,15,,,0.077462492,63
24-07-2020,Antigua and Barbuda,98112,1189,82,3,60,19,,,0.083577952,2
26-07-2020,Antigua and Barbuda,98112,1189,82,3,60,19,,,0.083577952,7
27-07-2020,Antigua and Barbuda,98112,1237,86,3,65,18,,,0.087654925,32
31-07-2020,Antigua and Barbuda,98112,1387,91,3,67,21,,,0.092751142,7
02-08-2020,Antigua and Barbuda,98112,1387,91,3,67,21,,,0.092751142,1
07-08-2020,Antigua and Barbuda,98112,1500,92,3,76,13,,,0.093770385,18
08-08-2020,Antigua and Barbuda,98112,1500,92,3,76,13,,,0.093770385,8
14-08-2020,Antigua and Barbuda,98112,1780,93,3,83,7,,,0.094789628,5
17-08-2020,Antigua and Barbuda,98112,1602,93,3,88,2,,,0.094789628,25
21-08-2020,Antigua and Barbuda,98112,1775,94,3,89,2,,,0.095808871,17
22-08-2020,Antigua and Barbuda,98112,1775,94,3,89,2,,,0.095808871,4
23-08-2020,Antigua and Barbuda,98112,1775,94,3,89,2,,,0.095808871,4
25-08-2020,Antigua and Barbuda,98112,1775,94,3,89,2,,,0.095808871,61
26-08-2020,Antigua and Barbuda,98112,1875,94,3,89,2,,,0.095808871,6
27-08-2020,Antigua and Barbuda,98112,1875,94,3,89,2,,,0.095808871,2
28-08-2020,Antigua and Barbuda,98112,1875,94,3,89,2,,,0.095808871,13
29-08-2020,Antigua and Barbuda,98112,1875,94,3,89,2,,,0.095808871,2
30-08-2020,Antigua and Barbuda,98112,1900,94,3,91,0,,,0.095808871,1
31-08-2020,Antigua and Barbuda,98112,1900,94,3,91,0,,,0.095808871,1
02-09-2020,Antigua and Barbuda,98112,1946,94,3,91,0,,,0.095808871,9
03-09-2020,Antigua and Barbuda,98112,1991,95,3,91,1,,,0.096828115,2
06-09-2020,Antigua and Barbuda,98112,2066,95,3,91,1,,,0.096828115,5
09-09-2020,Antigua and Barbuda,98112,2097,95,3,91,1,,,0.096828115,5
12-09-2020,Antigua and Barbuda,98112,2243,95,3,91,1,,,0.096828115,10
14-09-2020,Antigua and Barbuda,98112,2243,95,3,91,1,,,0.096828115,3
16-09-2020,Antigua and Barbuda,98112,2282,95,3,91,1,,,0.096828115,1
17-09-2020,Antigua and Barbuda,98112,2282,95,3,91,1,,,0.096828115,15
18-09-2020,Antigua and Barbuda,98112,2332,95,3,92,0,,,0.096828115,17
19-09-2020,Antigua and Barbuda,98112,2386,96,3,92,1,,,0.097847358,3
19-04-2020,Argentina,45288957,32712,2941,134,709,2098,,,0.006493857,1
22-04-2020,Argentina,45288957,39228,3288,159,872,2257,,,0.007260048,11
23-04-2020,Argentina,45288957,41786,3435,165,919,2351,,,0.00758463,8
25-04-2020,Argentina,45288957,47406,3780,185,1030,2565,,,0.008346406,4
28-04-2020,Argentina,45288957,53600,4127,207,1162,2758,,,0.009112597,6
30-04-2020,Argentina,45288957,58685,4428,218,1256,2954,,,0.009777218,4
05-05-2020,Argentina,45288957,69718,5020,264,1472,3284,,,0.01108438,3
07-05-2020,Argentina,45288957,75198,5371,282,1601,3488,,,0.011859403,1
08-05-2020,Argentina,45288957,77901,5611,293,1659,3659,,,0.012389334,15
09-05-2020,Argentina,45288957,80729,5776,300,1728,3748,,,0.012753661,3
11-05-2020,Argentina,45288957,85158,6278,314,1837,4127,,,0.013862099,1
14-05-2020,Argentina,45288957,93673,7134,353,2385,4396,,,0.015752184,3
15-05-2020,Argentina,45288957,96893,7479,356,2497,4626,,,0.016513959,2
16-05-2020,Argentina,45288957,100362,7805,363,2534,4908,,,0.017233782,4
17-05-2020,Argentina,45288957,103220,8068,373,2569,5126,,,0.017814497,10
18-05-2020,Argentina,45288957,105829,8371,382,2625,5364,,,0.018483535,2
21-05-2020,Argentina,45288957,116689,9931,416,3032,6483,,,0.021928083,1
24-05-2020,Argentina,45288957,129418,12076,452,3732,7892,,,0.026664337,1
29-05-2020,Argentina,45288957,150486,15419,520,4788,10111,,,0.034045827,1
31-05-2020,Argentina,45288957,160070,16851,539,5336,10976,,,0.037207746,4
05-06-2020,Argentina,45288957,183862,21037,632,6088,14317,,,0.046450617,1
11-06-2020,Argentina,45288957,208519,27373,765,8332,18276,,,0.060440783,14016
13-06-2020,Argentina,45288957,228324,30295,815,9083,20397,,,0.066892686,8318
14-06-2020,Argentina,45288957,234370,31577,833,9564,21180,,,0.069723399,700
15-06-2020,Argentina,45288957,239941,32785,854,9891,22040,,,0.072390715,396
16-06-2020,Argentina,45288957,245059,34159,878,10174,23107,,,0.075424568,98
17-06-2020,Argentina,45288957,250615,35552,913,10512,24127,,,0.078500373,378
18-06-2020,Argentina,45288957,250615,37510,948,10721,25841,,,0.082823722,7705
19-06-2020,Argentina,45288957,264604,39570,979,11851,26740,,,0.087372293,36
20-06-2020,Argentina,45288957,264604,41204,992,12206,28006,,,0.090980236,123
21-06-2020,Argentina,45288957,279672,42785,1011,12728,29046,,,0.094471153,5218
22-06-2020,Argentina,45288957,285391,44931,1043,13153,30735,,,0.099209615,399
23-06-2020,Argentina,45288957,292511,47203,1078,13576,32549,,,0.104226291,3311
24-06-2020,Argentina,45288957,300345,49851,1116,13816,34919,,,0.110073191,1559
25-06-2020,Argentina,45288957,309601,52457,1150,14788,36519,,,0.115827353,1
26-06-2020,Argentina,45288957,318721,55343,1184,18416,35743,,,0.122199767,82
28-06-2020,Argentina,45288957,336951,59933,1232,20134,38567,,,0.132334688,58
29-06-2020,Argentina,45288957,344409,62268,1280,21138,39850,,,0.13749047,1814
30-06-2020,Argentina,45288957,352402,64530,1307,22028,41195,,,0.142485065,2384
01-07-2020,Argentina,45288957,362908,67197,1351,23040,42806,,,0.148373918,1
02-07-2020,Argentina,45288957,372108,69941,1385,24186,44370,,,0.15443279,2908
04-07-2020,Argentina,45288957,390382,75376,1481,25930,47965,,,0.166433508,141
05-07-2020,Argentina,45288957,399454,77815,1507,27597,48711,,,0.171818927,45
06-07-2020,Argentina,45288957,406210,80447,1582,28531,50334,,,0.177630498,557
07-07-2020,Argentina,45288957,414697,83426,1644,30095,51687,,,0.184208261,3
08-07-2020,Argentina,45288957,423782,87030,1694,36502,48834,,,0.192166051,141
09-07-2020,Argentina,45288957,434692,90693,1720,38313,50660,,,0.200254115,37
10-07-2020,Argentina,45288957,445733,94060,1774,38984,53302,,,0.207688598,288
11-07-2020,Argentina,45288957,456042,97509,1810,41408,54291,,,0.215304141,135
12-07-2020,Argentina,45288957,466308,100166,1845,42694,55627,,,0.221170914,32
13-07-2020,Argentina,45288957,474422,103265,1903,44173,57189,,,0.228013641,94
15-07-2020,Argentina,45288957,495065,111146,2050,47298,61798,,,0.245415234,1
16-07-2020,Argentina,45288957,508228,114783,2112,49120,63551,,,0.25344589,1020
17-07-2020,Argentina,45288957,519281,119301,2178,49780,67343,,,0.263421832,50
18-07-2020,Argentina,45288957,531753,122524,2220,52607,67697,,,0.270538357,1050
19-07-2020,Argentina,45288957,541238,126755,2260,54105,70390,,,0.27988059,3
20-07-2020,Argentina,45288957,552306,130774,2373,55913,72488,,,0.288754718,515
21-07-2020,Argentina,45288957,563513,136118,2490,58598,75030,,,0.300554504,3
22-07-2020,Argentina,45288957,578202,141900,2588,60531,78781,,,0.313321413,78
23-07-2020,Argentina,45288957,593044,148027,2702,62815,82510,,,0.326850097,1
24-07-2020,Argentina,45288957,609262,153520,2807,65447,85266,,,0.338978882,160
25-07-2020,Argentina,45288957,623893,158334,2893,68022,87419,,,0.349608405,241
26-07-2020,Argentina,45288957,636844,162526,2939,70518,89069,,,0.358864524,92
27-07-2020,Argentina,45288957,647714,167416,3059,72575,91782,,,0.369661858,10
29-07-2020,Argentina,45288957,675011,178996,3288,77855,97853,,,0.395231005,207
30-07-2020,Argentina,45288957,690823,185373,3441,80596,101336,,,0.4093117,4
31-07-2020,Argentina,45288957,707508,191302,3543,83780,103979,,,0.422403192,2
01-08-2020,Argentina,45288957,722950,196543,3596,86499,106448,,,0.433975549,6
03-08-2020,Argentina,45288957,747907,206743,3813,91302,111628,,,0.456497596,27
04-08-2020,Argentina,45288957,760746,213535,3979,94129,115427,,,0.471494629,2
05-08-2020,Argentina,45288957,777278,220682,4106,96948,119628,,,0.487275518,8
06-08-2020,Argentina,45288957,794544,228195,4251,99852,124092,,,0.503864551,40
07-08-2020,Argentina,45288957,812564,235677,4411,103297,127969,,,0.520385135,80
08-08-2020,Argentina,45288957,830057,241811,4523,108242,129046,,,0.533929276,386
09-08-2020,Argentina,45288957,845220,246499,4606,108242,133651,,,0.544280585,30
10-08-2020,Argentina,45288957,856055,253868,4764,174974,74130,,,0.560551659,212
11-08-2020,Argentina,45288957,872643,260911,5004,181389,74518,,,0.576102912,4
12-08-2020,Argentina,45288957,891817,268574,5213,187283,76078,,,0.593023151,5
13-08-2020,Argentina,45288957,911596,276072,5362,192434,78276,,,0.609579064,14
14-08-2020,Argentina,45288957,930097,282437,5527,199005,77905,,,0.623633262,7
15-08-2020,Argentina,45288957,949170,289100,5637,205697,77766,,,0.638345458,176
16-08-2020,Argentina,45288957,966926,294569,5703,211702,77164,,,0.650421249,2
18-08-2020,Argentina,45288957,994942,305966,6048,223531,76387,,,0.675586324,1
19-08-2020,Argentina,45288957,1012979,312659,6330,228725,77604,,,0.690364762,147
20-08-2020,Argentina,45288957,1030992,320884,6517,233651,80716,,,0.708525922,101
21-08-2020,Argentina,45288957,1052687,329043,6730,239806,82507,,,0.726541351,26
23-08-2020,Argentina,45288957,1092556,342154,6985,251400,83769,,,0.755491013,3
24-08-2020,Argentina,45288957,1105878,350867,7366,256789,86712,,,0.774729698,47
25-08-2020,Argentina,45288957,1127098,359638,7563,263202,88873,,,0.79409645,4
26-08-2020,Argentina,45288957,1148574,370188,7839,268801,93548,,,0.817391312,55
27-08-2020,Argentina,45288957,1172811,380292,8050,274458,97784,,,0.839701387,80
28-08-2020,Argentina,45288957,1196878,392009,8271,280165,103573,,,0.865573036,33
30-08-2020,Argentina,45288957,1242269,408426,8457,294007,105962,,,0.901822491,37
31-08-2020,Argentina,45288957,1257906,417735,8660,301195,107880,,,0.92237717,82
01-09-2020,Argentina,45288957,1277751,428239,8919,308376,110944,,,0.945570462,8
02-09-2020,Argentina,45288957,1300866,439172,9118,315530,114524,,,0.969711005,1
03-09-2020,Argentina,45288957,1324687,451198,9361,322461,119376,,,0.996264939,55
04-09-2020,Argentina,45288957,1350038,461882,9623,331621,120638,,,1.019855679,19
05-09-2020,Argentina,45288957,1374524,471806,9739,340381,121686,,,1.041768306,1
06-09-2020,Argentina,45288957,1396887,478792,9859,349132,119801,,,1.0571937,1
08-09-2020,Argentina,45288957,1412149,500034,10405,366590,123039,,,1.104096966,54
09-09-2020,Argentina,45288957,1458619,512293,10658,382490,119145,,,1.131165374,4
13-09-2020,Argentina,45288957,1563241,555537,11352,419513,124672,,,1.22665002,43
14-09-2020,Argentina,45288957,1563241,565446,11667,428953,124826,,,1.248529526,32
15-09-2020,Argentina,45288957,1602403,577338,11852,438883,126603,,,1.274787582,2
16-09-2020,Argentina,45288957,1628194,589012,12116,448263,128633,,,1.300564285,1
18-09-2020,Argentina,45288957,1682249,613658,12656,467286,133716,,,1.354983733,63
19-09-2020,Argentina,45288957,1707947,622934,12799,478077,132058,,,1.375465547,2
18-04-2020,Armenia,2964505,11796,1248,20,523,705,,,0.042098091,7
19-04-2020,Armenia,2964505,12680,1291,20,545,726,,,0.043548586,32
23-04-2020,Armenia,2964505,15960,1523,24,659,840,,,0.051374513,7
25-04-2020,Armenia,2964505,17342,1677,28,803,846,,,0.056569309,1
30-04-2020,Armenia,2964505,21125,2066,32,929,1105,,,0.06969123,16
01-05-2020,Armenia,2964505,22177,2148,33,977,1138,,,0.072457291,8
07-05-2020,Armenia,2964505,28017,2884,42,1185,1657,,,0.09728437,5
10-05-2020,Armenia,2964505,31590,3313,45,1325,1943,,,0.111755588,24
14-05-2020,Armenia,2964505,36016,3860,49,1572,2239,,,0.130207235,17
15-05-2020,Armenia,2964505,37476,4044,52,1666,2326,,,0.136414005,4
16-05-2020,Armenia,2964505,39005,4283,55,1791,2437,,,0.144476059,4
18-05-2020,Armenia,2964505,41850,4823,61,2019,2743,,,0.162691579,61
19-05-2020,Armenia,2964505,43041,5041,64,2164,2813,,,0.170045252,6
20-05-2020,Armenia,2964505,44071,5271,67,2419,2785,,,0.177803714,2
21-05-2020,Armenia,2964505,45822,5606,70,2581,2955,,,0.189104083,13
22-05-2020,Armenia,2964505,47654,5928,74,2874,2980,,,0.19996593,2
23-05-2020,Armenia,2964505,49080,6302,77,2936,3289,,,0.212581864,1
24-05-2020,Armenia,2964505,50397,6661,81,3064,3516,,,0.224691812,2
26-05-2020,Armenia,2964505,52554,7402,91,3220,4091,,,0.249687553,7
